No.,Code,H,K,L,Mult,Hw,2theta,Icalc,Iobs,Sigma,HwG,HwL,ETA,d-hkl,CORR
59,1,3,3,1,8,0.067372,39.25,6.2,6.2,0,0.06375,0.006761,0.132393,1.433165,58.189976
60,1,1,5,2,8,0.067338,39.383,636.1,636.1,0,0.063703,0.006786,0.132926,1.428538,57.76157
61,1,3,2,2,8,0.067262,39.677,8.9,8.9,0,0.063597,0.006841,0.134112,1.418361,56.824654
62,1,1,4,3,8,0.067254,39.707,16.2,16.2,0,0.063586,0.006846,0.134234,1.417328,56.729919
63,1,0,6,0,2,0.067239,39.766,566.3,566.3,0,0.063565,0.006857,0.134469,1.415333,14.136821
64,1,2,3,3,8,0.067097,40.318,0.3,0.3,0,0.063367,0.006961,0.136704,1.396745,54.858604
65,1,1,2,4,8,0.06705,40.499,14.4,14.4,0,0.063302,0.006995,0.137442,1.390741,54.318398
66,1,2,5,1,8,0.066995,40.715,10.8,10.8,0,0.063224,0.007036,0.138323,1.383666,53.685001
67,1,0,6,1,4,0.066959,40.854,0.5,0.5,0,0.063175,0.007062,0.138887,1.379178,26.642534
68,1,0,3,4,4,0.066721,41.793,6.6,6.6,0,0.062841,0.007239,0.142736,1.349539,25.339838
69,1,1,6,1,8,0.066582,42.345,0.1,0.1,0,0.062645,0.007344,0.145016,1.332731,49.229897
70,1,3,3,2,8,0.066549,42.479,1770.3,1770.3,0,0.062598,0.00737,0.145572,1.328718,48.886745
71,1,2,0,4,4,0.06648,42.753,829.5,829.5,0,0.062501,0.007422,0.146709,1.320599,24.097998
72,1,3,4,1,8,0.066378,43.163,0.2,0.2,0,0.062356,0.0075,0.148418,1.308635,47.186783
73,1,0,5,3,4,0.066365,43.217,2.3,2.3,0,0.062337,0.00751,0.148643,1.307078,23.528088
74,1,1,3,4,8,0.066355,43.257,1661,1661,0,0.062323,0.007518,0.14881,1.30593,46.959965
75,1,2,1,4,8,0.066346,43.292,2,2,0,0.062311,0.007525,0.148958,1.304914,46.874966
76,1,3,1,3,8,0.066338,43.323,1415.7,1415.7,0,0.0623,0.007531,0.149086,1.304031,46.801094
77,1,4,0,0,2,0.066258,43.65,527,527,0,0.062185,0.007593,0.150453,1.29475,11.507082
78,1,2,5,2,8,0.066207,43.855,6.4,6.4,0,0.062114,0.007633,0.151314,1.288986,45.551506
79,1,0,6,2,4,0.066175,43.985,772.2,772.2,0,0.062068,0.007658,0.151862,1.285355,22.626202
80,1,2,4,3,8,0.066134,44.152,1316.3,1316.3,0,0.062009,0.00769,0.152565,1.280733,44.87299
81,1,1,5,3,8,0.066014,44.644,1220.3,1220.3,0,0.061838,0.007785,0.154641,1.267339,43.782368
82,1,2,2,4,8,0.065957,44.88,305.7,305.7,0,0.061756,0.007831,0.155641,1.261015,43.271912
83,1,3,2,3,8,0.065949,44.91,11.1,11.1,0,0.061745,0.007836,0.155768,1.260217,43.20779
84,1,4,1,1,8,0.065884,45.182,0.1,0.1,0,0.061651,0.007889,0.156922,1.25303,42.631668
85,1,1,6,2,8,0.065833,45.393,20,20,0,0.061578,0.00793,0.157821,1.247508,42.191563
86,1,0,4,4,4,0.065801,45.526,157.9,157.9,0,0.061532,0.007956,0.15839,1.244046,20.95841
87,1,2,6,0,4,0.065781,45.608,910.4,910.4,0,0.061503,0.007972,0.158739,1.241934,20.874796
88,1,4,2,0,4,0.065749,45.744,126.7,126.7,0,0.061456,0.007998,0.159319,1.238451,20.737293
89,1,3,4,2,8,0.065647,46.168,0.4,0.4,0,0.06131,0.008081,0.161137,1.22768,40.629772
90,1,2,6,1,8,0.065548,46.585,3.3,3.3,0,0.061167,0.008163,0.162932,1.21729,39.823025
91,1,0,1,5,4,0.065532,46.656,10.2,10.2,0,0.061142,0.008177,0.163236,1.215552,19.844433
92,1,4,2,1,8,0.065517,46.719,907.9,907.9,0,0.061121,0.008189,0.163507,1.21401,39.569977
93,1,3,5,0,4,0.065485,46.854,109.3,109.3,0,0.061075,0.008216,0.16409,1.210705,19.657915
94,1,1,4,4,8,0.065475,46.898,4.8,4.8,0,0.06106,0.008224,0.164279,1.209637,39.23391
95,1,2,3,4,8,0.065349,47.433,23.1,23.1,0,0.060877,0.00833,0.166598,1.196766,38.252876
96,1,3,3,3,8,0.065343,47.461,5.3,5.3,0,0.060867,0.008335,0.166723,1.196084,38.201263
97,1,4,0,2,4,0.065313,47.591,493.6,493.6,0,0.060823,0.008361,0.167285,1.193022,18.984932
98,1,0,7,1,4,0.065284,47.713,0,0,0,0.060781,0.008385,0.167817,1.190142,18.876436
99,1,3,5,1,8,0.065261,47.811,855.5,855.5,0,0.060748,0.008405,0.168245,1.18784,37.57988
100,1,1,1,5,8,0.065217,48.002,810.5,810.5,0,0.060683,0.008442,0.169078,1.183394,37.246845
101,1,4,1,2,8,0.065197,48.087,8.6,8.6,0,0.060654,0.008459,0.169451,1.18142,37.099495
102,1,1,7,0,4,0.065195,48.098,110.3,110.3,0,0.060651,0.008461,0.169498,1.18117,18.540424
103,1,0,2,5,4,0.065182,48.156,387.4,387.4,0,0.060631,0.008473,0.169751,1.179832,18.49057
104,1,2,5,3,8,0.065051,48.726,5.1,5.1,0,0.060438,0.008586,0.172251,1.166856,36.021233
105,1,0,6,3,4,0.065024,48.847,2.5,2.5,0,0.060398,0.00861,0.172779,1.16416,17.91172
106,1,1,7,1,8,0.06498,49.037,741.2,741.2,0,0.060334,0.008648,0.17362,1.15991,35.512642
107,1,4,3,1,8,0.064944,49.198,1.8,1.8,0,0.06028,0.008681,0.174327,1.156364,35.254475
108,1,2,6,2,8,0.064892,49.427,886,886,0,0.060203,0.008727,0.175342,1.151322,34.888996
109,1,1,2,5,8,0.064882,49.472,7.3,7.3,0,0.060188,0.008735,0.175538,1.150359,34.819397
110,1,4,2,2,8,0.064863,49.555,275.8,275.8,0,0.06016,0.008752,0.175907,1.148546,34.688564
111,1,3,0,4,4,0.06485,49.616,4.6,4.6,0,0.060139,0.008764,0.176178,1.147219,17.29648
112,1,0,5,4,4,0.064763,50.003,2.1,2.1,0,0.06001,0.008842,0.177895,1.138909,16.998724
113,1,3,1,4,8,0.064742,50.098,235,235,0,0.059979,0.008861,0.178317,1.136891,33.853664
114,1,1,6,3,8,0.064731,50.148,0,0,0,0.059962,0.008872,0.178542,1.135818,33.777344
115,1,0,7,2,4,0.064651,50.507,1.2,1.2,0,0.059843,0.008944,0.180142,1.128273,16.621494
116,1,0,3,5,4,0.064635,50.582,2.3,2.3,0,0.059818,0.008959,0.180476,1.126713,16.566536
117,1,3,5,2,8,0.064631,50.601,267.4,267.4,0,0.059812,0.008963,0.180563,1.126311,33.104797
118,1,2,4,4,8,0.064578,50.841,217.3,217.3,0,0.059732,0.009012,0.181635,1.121353,32.756889
119,1,3,4,3,8,0.064572,50.868,5.1,5.1,0,0.059723,0.009017,0.181757,1.120792,32.717655
120,1,1,5,4,8,0.064482,51.283,249.3,249.3,0,0.059587,0.009102,0.183619,1.11233,32.128639
121,1,3,2,4,8,0.06443,51.523,1.2,1.2,0,0.059508,0.00915,0.184698,1.107506,31.79534
122,1,4,4,0,4,0.064407,51.628,97.3,97.3,0,0.059473,0.009172,0.185174,1.105397,15.825128
123,1,1,7,2,8,0.064375,51.778,214.5,214.5,0,0.059424,0.009203,0.185851,1.102415,31.445618
124,1,1,3,5,8,0.064359,51.852,0,0,0,0.0594,0.009218,0.186183,1.10096,31.34601
125,1,2,1,5,8,0.064352,51.883,30.4,30.4,0,0.05939,0.009224,0.186323,1.100351,31.304407
126,1,4,3,2,8,0.064342,51.933,3.6,3.6,0,0.059374,0.009234,0.186548,1.09937,31.237402
127,1,4,4,1,8,0.064217,52.521,659.9,659.9,0,0.059182,0.009355,0.189215,1.087913,30.460649
128,1,4,1,3,8,0.064187,52.659,3.3,3.3,0,0.059137,0.009383,0.189843,1.085263,30.282475
129,1,2,7,1,8,0.064145,52.862,2,2,0,0.059072,0.009425,0.190767,1.081396,30.023426
130,1,3,6,1,8,0.064102,53.066,1.2,1.2,0,0.059006,0.009467,0.1917,1.077532,29.765823
131,1,2,2,5,8,0.064059,53.274,573.1,573.1,0,0.058939,0.00951,0.192647,1.073644,29.507845
132,1,3,3,4,8,0.063943,53.838,732.4,732.4,0,0.058758,0.009627,0.195234,1.063218,28.822081
133,1,0,4,5,4,0.063942,53.844,283.5,283.5,0,0.058756,0.009629,0.195261,1.063113,14.407601
134,1,2,6,3,8,0.063927,53.916,2,2,0,0.058733,0.009644,0.195593,1.061794,28.729071
135,1,0,8,0,2,0.063923,53.932,63.9,63.9,0,0.058728,0.009647,0.195667,1.0615,7.177475
136,1,4,2,3,8,0.063902,54.036,511.1,511.1,0,0.058695,0.009669,0.196145,1.059615,28.587116
137,1,0,8,1,4,0.063749,54.798,275.9,275.9,0,0.058453,0.009828,0.199665,1.045989,13.854109
138,1,0,7,3,4,0.063722,54.932,1.1,1.1,0,0.058411,0.009856,0.200287,1.043633,13.77891
139,1,2,5,4,8,0.063709,54.995,9.1,9.1,0,0.058391,0.00987,0.200579,1.04253,27.487598
140,1,3,5,3,8,0.063704,55.021,455.7,455.7,0,0.058383,0.009875,0.200699,1.04208,27.45892
141,1,1,4,5,8,0.063697,55.06,3.7,3.7,0,0.05837,0.009883,0.20088,1.041399,27.415607
142,1,0,6,4,4,0.063688,55.106,317.4,317.4,0,0.058356,0.009893,0.201091,1.040607,13.682652
143,1,4,4,2,8,0.063681,55.138,160.4,160.4,0,0.058346,0.009899,0.201239,1.040053,27.330143
144,1,2,7,2,8,0.063616,55.467,6.4,6.4,0,0.058243,0.009969,0.202773,1.034354,26.969917
145,1,2,3,5,8,0.063603,55.538,4.2,4.2,0,0.058221,0.009984,0.2031,1.033151,26.894257
146,1,3,6,2,8,0.063578,55.665,18.1,18.1,0,0.058181,0.010011,0.203695,1.030971,26.757372
147,1,5,1,0,4,0.063546,55.83,38.3,38.3,0,0.05813,0.010046,0.204461,1.02818,13.291366
148,1,1,8,1,8,0.063513,56.001,4.3,4.3,0,0.058076,0.010082,0.205262,1.025286,26.402386
149,1,0,0,6,2,0.063492,56.107,196.7,196.7,0,0.058043,0.010105,0.20576,1.0235,6.572848
150,1,1,7,3,8,0.063487,56.133,520.6,520.6,0,0.058035,0.01011,0.205881,1.023067,26.264559
151,1,4,3,3,8,0.063459,56.279,0,0,0,0.05799,0.010141,0.206564,1.020632,26.113779
152,1,1,6,4,8,0.063455,56.304,2.7,2.7,0,0.057982,0.010146,0.206681,1.020216,26.088064
153,1,0,1,6,4,0.063408,56.55,3.8,3.8,0,0.057907,0.010199,0.207834,1.016146,12.918659
154,1,4,5,1,8,0.0634,56.589,1.3,1.3,0,0.057894,0.010207,0.208019,1.015496,25.797379
155,1,5,1,1,8,0.063384,56.676,423.6,423.6,0,0.057868,0.010226,0.208428,1.014065,25.709629
156,1,3,4,4,8,0.063329,56.969,2.7,2.7,0,0.057778,0.010288,0.209807,1.009285,25.417831
157,1,1,0,6,4,0.063269,57.292,5.1,5.1,0,0.057679,0.010358,0.211328,1.00408,12.551152
158,1,0,8,2,4,0.063259,57.344,67.3,67.3,0,0.057663,0.010369,0.211575,1.00324,12.525805
159,1,1,1,6,8,0.063189,57.728,93.8,93.8,0,0.057547,0.010452,0.213393,0.997134,24.684875
160,1,0,5,5,4,0.063167,57.849,12.8,12.8,0,0.05751,0.010478,0.213963,0.995237,12.285793
161,1,0,2,6,4,0.063164,57.864,47.6,47.6,0,0.057506,0.010481,0.214035,0.995001,12.278746
162,1,3,1,5,8,0.063151,57.934,376.8,376.8,0,0.057484,0.010496,0.214371,0.99389,24.491343
163,1,5,2,1,8,0.063141,57.988,0,0,0,0.057468,0.010508,0.214626,0.993046,24.441166
164,1,3,7,0,4,0.063136,58.019,37.3,37.3,0,0.057459,0.010514,0.214771,0.992572,12.206475
165,1,4,0,4,4,0.063103,58.199,209.8,209.8,0,0.057405,0.010553,0.215628,0.989762,12.123225
166,1,1,8,2,8,0.063047,58.512,0.6,0.6,0,0.057311,0.010621,0.217118,0.984931,23.961697
167,1,2,4,5,8,0.06303,58.608,354,354,0,0.057282,0.010642,0.217576,0.983458,23.875315
168,1,4,1,4,8,0.063026,58.631,10,10,0,0.057275,0.010647,0.217685,0.983107,23.854761
169,1,2,8,0,4,0.063016,58.692,46.6,46.6,0,0.057257,0.01066,0.217975,0.982181,11.90027
170,1,5,0,2,4,0.063007,58.739,10.6,10.6,0,0.057243,0.010671,0.218201,0.98146,11.879211
171,1,3,7,1,8,0.062989,58.845,354.2,354.2,0,0.057212,0.010694,0.218705,0.979855,23.664759
172,1,1,5,5,8,0.06296,59.01,355.2,355.2,0,0.057163,0.01073,0.219496,0.977355,23.519341
173,1,1,2,6,8,0.062957,59.025,3.1,3.1,0,0.057158,0.010733,0.219567,0.977131,23.506351
174,1,4,5,2,8,0.062947,59.084,0,0,0,0.057141,0.010746,0.219849,0.976242,23.454809
175,1,5,1,2,8,0.062932,59.169,148.3,148.3,0,0.057116,0.010765,0.220254,0.97497,23.381189
176,1,3,2,5,8,0.062922,59.229,0.9,0.9,0,0.057098,0.010778,0.22054,0.974077,23.329571
177,1,5,3,0,4,0.062906,59.319,248.5,248.5,0,0.057071,0.010798,0.220975,0.972722,11.6257
178,1,4,4,3,8,0.062905,59.325,297.7,297.7,0,0.05707,0.010799,0.221001,0.972642,23.246756
179,1,2,8,1,8,0.062873,59.513,385.4,385.4,0,0.057014,0.01084,0.2219,0.969855,23.086493
180,1,2,7,3,8,0.062852,59.64,1.8,1.8,0,0.056977,0.010868,0.222511,0.967976,22.978855
181,1,2,6,4,8,0.062824,59.804,386.5,386.5,0,0.056929,0.010904,0.223301,0.96556,22.840912
182,1,3,6,3,8,0.06282,59.829,0,0,0,0.056922,0.010909,0.223418,0.965202,22.820507
183,1,4,2,4,8,0.062805,59.916,129.5,129.5,0,0.056896,0.010929,0.22384,0.96392,22.747602
184,1,0,3,6,4,0.062789,60.013,7.2,7.2,0,0.056868,0.01095,0.224304,0.962514,11.333886
185,1,5,3,1,8,0.062768,60.135,0.5,0.5,0,0.056833,0.010977,0.224891,0.960745,22.567568
186,1,5,2,2,8,0.062717,60.447,0.8,0.8,0,0.056742,0.011046,0.226397,0.956247,22.314154
187,1,4,6,0,4,0.062706,60.512,239.2,239.2,0,0.056724,0.01106,0.226711,0.955317,11.131005
188,1,2,0,6,4,0.062666,60.756,212.7,212.7,0,0.056653,0.011115,0.227889,0.951847,11.034038
189,1,0,7,4,4,0.062666,60.756,0.4,0.4,0,0.056653,0.011115,0.227891,0.951842,11.033905
190,1,3,5,4,8,0.062653,60.839,135.4,135.4,0,0.056629,0.011133,0.228294,0.950663,22.002184
191,1,1,3,6,8,0.062603,61.149,418.4,418.4,0,0.056541,0.011202,0.229795,0.94631,21.760942
192,1,2,1,6,8,0.062599,61.177,3,3,0,0.056533,0.011208,0.229929,0.945923,21.739603
193,1,3,7,2,8,0.062582,61.283,121.8,121.8,0,0.056503,0.011232,0.230441,0.944451,21.658474
194,1,4,6,1,8,0.062576,61.318,0,0,0,0.056493,0.01124,0.230612,0.943963,21.631641
195,1,3,3,5,8,0.062571,61.348,0.4,0.4,0,0.056484,0.011247,0.230761,0.943536,21.60812
196,1,0,8,3,4,0.062558,61.435,132.8,132.8,0,0.05646,0.011266,0.231182,0.942334,10.771085
197,1,1,7,4,8,0.062488,61.884,107.9,107.9,0,0.056333,0.011367,0.233368,0.936162,21.205524
198,1,2,8,2,8,0.06248,61.934,128.4,128.4,0,0.056319,0.011378,0.23361,0.935486,21.168871
199,1,4,3,4,8,0.062467,62.022,3.2,3.2,0,0.056295,0.011398,0.234037,0.934295,21.104404
200,1,0,9,1,4,0.062448,62.146,0.7,0.7,0,0.05626,0.011426,0.234644,0.932611,10.506737
201,1,2,5,5,8,0.062407,62.416,2.8,2.8,0,0.056185,0.011487,0.23596,0.928987,20.818718
202,1,2,2,6,8,0.062405,62.43,107.1,107.1,0,0.056181,0.01149,0.23603,0.928795,20.80842
203,1,1,9,0,4,0.062399,62.469,189.2,189.2,0,0.05617,0.011499,0.23622,0.928275,10.390303
204,1,0,6,5,4,0.062392,62.518,0,0,0,0.056157,0.01151,0.236458,0.927625,10.372931
205,1,5,3,2,8,0.062389,62.542,368,368,0,0.05615,0.011515,0.236576,0.927303,20.728628
206,1,1,8,3,8,0.062386,62.556,2.8,2.8,0,0.056146,0.011519,0.236646,0.927112,20.718439
207,1,0,4,6,4,0.062329,62.946,42.6,42.6,0,0.056039,0.011607,0.238555,0.921952,10.222127
208,1,5,4,1,8,0.062312,63.065,4.8,4.8,0,0.056007,0.011634,0.239136,0.920396,20.362116
209,1,4,5,3,8,0.062306,63.106,1.3,1.3,0,0.055995,0.011644,0.23934,0.919854,20.333538
210,1,5,1,3,8,0.062294,63.188,273.6,273.6,0,0.055973,0.011662,0.239739,0.91879,20.277542
211,1,1,9,1,8,0.062284,63.26,0.7,0.7,0,0.055953,0.011679,0.240094,0.917848,20.228069
212,1,1,6,5,8,0.062232,63.628,0,0,0,0.055854,0.011763,0.241902,0.913094,19.979679
213,1,4,6,2,8,0.062222,63.699,349.4,349.4,0,0.055835,0.011779,0.24225,0.912187,19.932516
214,1,1,4,6,8,0.062173,64.052,2.1,2.1,0,0.05574,0.01186,0.243991,0.907682,19.699623
215,1,3,4,5,8,0.062147,64.246,7.1,7.1,0,0.055689,0.011905,0.244948,0.905232,19.573853
216,1,5,2,3,8,0.062124,64.419,1.8,1.8,0,0.055643,0.011945,0.245799,0.90307,19.463306
217,1,2,3,6,8,0.062115,64.488,11.3,11.3,0,0.055625,0.011961,0.24614,0.902205,19.419249
218,1,0,9,2,4,0.062112,64.51,0.2,0.2,0,0.055619,0.011966,0.246249,0.901931,9.702634
219,1,4,4,4,8,0.062061,64.903,80.1,80.1,0,0.055516,0.012057,0.248191,0.897063,19.158754
220,1,3,8,1,8,0.062035,65.104,1.6,1.6,0,0.055464,0.012104,0.249189,0.89459,19.034443
221,1,2,7,4,8,0.062023,65.202,7.8,7.8,0,0.055438,0.012127,0.249673,0.893399,18.974773
222,1,3,7,3,8,0.06202,65.225,288.5,288.5,0,0.055432,0.012132,0.249788,0.893115,18.960592
223,1,3,6,4,8,0.062,65.382,0.4,0.4,0,0.055392,0.012168,0.250563,0.891216,18.865858
224,1,5,4,2,8,0.061997,65.41,0.2,0.2,0,0.055385,0.012175,0.250705,0.890868,18.848534
225,1,1,9,2,8,0.061973,65.602,335.3,335.3,0,0.055335,0.01222,0.251655,0.888557,18.733814
226,1,4,1,5,8,0.061949,65.798,5.7,5.7,0,0.055285,0.012266,0.252631,0.886202,18.617477
227,1,2,8,3,8,0.061942,65.855,204.4,204.4,0,0.055271,0.012279,0.252913,0.885523,18.584053
228,1,5,5,0,4,0.06193,65.956,38.1,38.1,0,0.055245,0.012303,0.253416,0.884318,9.262434
229,1,3,0,6,4,0.061891,66.287,3.4,3.4,0,0.055162,0.012381,0.255064,0.880399,9.166691
230,1,5,3,3,8,0.061873,66.443,1.5,1.5,0,0.055123,0.012418,0.255839,0.878572,18.244659
231,1,2,9,1,8,0.061862,66.54,0,0,0,0.055099,0.012441,0.256321,0.87744,18.189863
232,1,0,5,6,4,0.061854,66.61,1.1,1.1,0,0.055082,0.012457,0.256669,0.876627,9.075297
233,1,4,7,1,8,0.06185,66.646,0,0,0,0.055073,0.012466,0.256848,0.876209,18.130449
234,1,3,1,6,8,0.061845,66.689,67.6,67.6,0,0.055062,0.012476,0.257064,0.875706,18.106194
235,1,5,5,1,8,0.061841,66.725,193,193,0,0.055053,0.012485,0.257243,0.875289,18.086153
236,1,2,6,5,8,0.061822,66.898,0.4,0.4,0,0.05501,0.012526,0.258107,0.873284,17.989887
237,1,0,8,4,4,0.06182,66.912,33.6,33.6,0,0.055007,0.012529,0.258178,0.87312,8.991028
238,1,0,1,7,4,0.061816,66.954,4.2,4.2,0,0.054997,0.012539,0.258385,0.872641,8.979575
239,1,4,2,5,8,0.06181,67.003,209,209,0,0.054985,0.012551,0.258633,0.87207,17.931856
240,1,2,4,6,8,0.061777,67.312,63.2,63.2,0,0.054909,0.012624,0.260172,0.868545,17.764172
241,1,3,8,2,8,0.061767,67.412,0.3,0.3,0,0.054885,0.012648,0.260673,0.867405,17.710226
242,1,4,6,3,8,0.061751,67.564,0.5,0.5,0,0.054848,0.012685,0.261433,0.865684,17.62907
243,1,1,5,6,8,0.061739,67.684,60.5,60.5,0,0.05482,0.012713,0.262033,0.864332,17.565559
244,1,6,0,0,2,0.061728,67.788,74.8,74.8,0,0.054795,0.012738,0.262552,0.863167,4.377738
245,1,0,7,5,4,0.061727,67.794,3.1,3.1,0,0.054793,0.01274,0.262584,0.863096,8.753819
246,1,3,5,5,8,0.061719,67.873,209.7,209.7,0,0.054775,0.012759,0.262977,0.862217,17.466562
247,1,3,2,6,8,0.061718,67.886,1.5,1.5,0,0.054771,0.012762,0.263046,0.862063,17.459385
248,1,1,8,4,8,0.061708,67.984,1,1,0,0.054748,0.012786,0.263536,0.860971,17.408487
249,1,1,1,7,8,0.061704,68.025,185.5,185.5,0,0.054738,0.012795,0.263742,0.860512,17.387133
