No.,Code,H,K,L,Mult,Hw,2theta,Icalc,Iobs,Sigma,HwG,HwL,ETA,d-hkl,CORR
23,1,4,0,2,4,0.070501,27.807,632,632,0,0.067989,0.004694,0.088862,2.00321,61.089996
24,1,1,1,3,8,0.07048,27.88,1775.2,1775.2,0,0.067961,0.004706,0.089125,1.998061,121.503876
25,1,4,1,1,8,0.07046,27.952,82.2,82.2,0,0.067934,0.004719,0.089382,1.993068,120.849968
26,1,3,0,3,4,0.070114,29.169,55.3,55.3,0,0.067473,0.004933,0.093795,1.911579,55.206146
27,1,1,2,1,8,0.070049,29.398,319,319,0,0.067387,0.004974,0.094632,1.896988,108.590446
28,1,2,1,3,8,0.069981,29.64,2359.3,2359.3,0,0.067296,0.005017,0.095517,1.881847,106.714996
29,1,5,0,1,4,0.069933,29.81,387.9,387.9,0,0.067232,0.005047,0.09614,1.871366,52.712894
30,1,2,2,0,4,0.069866,30.047,459.9,459.9,0,0.067142,0.005089,0.097011,1.856936,51.831432
31,1,2,2,1,8,0.069577,31.08,2905.3,2905.3,0,0.066755,0.005273,0.100826,1.796686,96.453705
32,1,4,1,2,8,0.069559,31.146,613,613,0,0.06673,0.005284,0.101072,1.792961,96.016068
33,1,0,0,4,2,0.069482,31.419,121.9,121.9,0,0.066628,0.005333,0.102089,1.77775,23.55961
34,1,0,2,2,4,0.06934,31.934,1111,1111,0,0.066436,0.005425,0.10401,1.749852,45.509472
35,1,1,0,4,4,0.069333,31.957,239.7,239.7,0,0.066427,0.005429,0.104096,1.748618,45.438831
36,1,5,1,0,4,0.069325,31.987,598.4,598.4,0,0.066416,0.005435,0.104208,1.747022,45.34763
37,1,3,1,3,8,0.069216,32.38,112.8,112.8,0,0.066269,0.005505,0.105684,1.726364,88.349014
38,1,1,2,2,8,0.069193,32.463,603.5,603.5,0,0.066238,0.00552,0.105998,1.722049,87.86264
39,1,5,0,2,4,0.069089,32.84,3,3,0,0.066098,0.005588,0.107419,1.702814,42.854843
40,1,5,1,1,8,0.069055,32.965,2544.8,2544.8,0,0.066052,0.00561,0.107889,1.696572,85.016434
41,1,4,0,3,4,0.069046,32.997,336.9,336.9,0,0.06604,0.005616,0.10801,1.694965,42.419197
42,1,2,0,4,4,0.068902,33.523,30.7,30.7,0,0.065845,0.005711,0.110004,1.669126,40.999779
43,1,3,2,1,8,0.068849,33.714,81.4,81.4,0,0.065774,0.005745,0.110733,1.659911,80.998116
44,1,2,2,2,8,0.068769,34.008,768.5,768.5,0,0.065665,0.005798,0.111855,1.645972,79.49427
45,1,0,1,4,4,0.068651,34.442,1948,1948,0,0.065505,0.005877,0.113513,1.625884,38.675186
46,1,6,0,0,2,0.068595,34.649,512,512,0,0.065428,0.005915,0.114309,1.61645,19.088255
47,1,1,1,4,8,0.068517,34.937,61,61,0,0.065322,0.005967,0.11542,1.603508,74.99472
48,1,6,0,1,4,0.068348,35.562,64.7,64.7,0,0.065092,0.006081,0.117834,1.576239,36.085049
49,1,5,1,2,8,0.068296,35.756,187.5,187.5,0,0.065021,0.006116,0.118586,1.567967,71.323395
50,1,4,1,3,8,0.068257,35.901,1431.3,1431.3,0,0.064968,0.006143,0.119151,1.561833,70.698524
51,1,3,0,4,4,0.068231,35.998,1251.7,1251.7,0,0.064932,0.00616,0.119528,1.557763,35.142689
52,1,4,2,0,4,0.068165,36.245,492.3,492.3,0,0.064842,0.006206,0.120491,1.547503,34.624439
53,1,2,1,4,8,0.068126,36.39,250.4,250.4,0,0.064789,0.006232,0.121057,1.541547,68.650467
54,1,3,2,2,8,0.068109,36.455,647.4,647.4,0,0.064765,0.006244,0.121311,1.538891,68.384361
55,1,1,2,3,8,0.067945,37.069,1447.3,1447.3,0,0.064541,0.006357,0.123718,1.514288,65.943047
56,1,4,2,1,8,0.067931,37.124,1593,1593,0,0.064521,0.006367,0.123936,1.512112,65.72905
57,1,5,0,3,4,0.067856,37.405,507.1,507.1,0,0.064419,0.006419,0.125043,1.501159,32.328651
58,1,6,0,2,4,0.06765,38.187,905.6,905.6,0,0.064134,0.006563,0.128143,1.471513,30.898993
59,1,6,1,1,8,0.067621,38.296,5.2,5.2,0,0.064095,0.006584,0.128577,1.467479,61.413647
60,1,2,2,3,8,0.067581,38.451,1073.2,1073.2,0,0.064039,0.006612,0.129196,1.46178,60.872501
61,1,3,1,4,8,0.067514,38.706,248.9,248.9,0,0.063947,0.00666,0.130211,1.452535,59.99966
62,1,4,0,4,4,0.067376,39.236,35.5,35.5,0,0.063756,0.006758,0.132334,1.433684,29.119066
63,1,4,2,2,8,0.067266,39.66,415.7,415.7,0,0.063603,0.006838,0.134045,1.418931,56.876865
64,1,1,0,5,4,0.067177,40.007,634.8,634.8,0,0.063478,0.006902,0.135444,1.407152,27.900515
65,1,5,1,3,8,0.06717,40.031,786.6,786.6,0,0.063469,0.006907,0.135544,1.40632,55.725426
66,1,3,2,3,8,0.067007,40.668,37.9,37.9,0,0.063242,0.007027,0.138128,1.385227,53.824448
67,1,6,1,2,8,0.06698,40.771,672.5,672.5,0,0.063205,0.007046,0.13855,1.381857,53.523659
68,1,5,2,1,8,0.066884,41.149,267.9,267.9,0,0.06307,0.007117,0.140096,1.369694,52.444561
69,1,2,0,5,4,0.066844,41.306,3,3,0,0.063014,0.007147,0.140738,1.36472,26.003189
70,1,7,0,1,4,0.066806,41.458,30.1,30.1,0,0.06296,0.007176,0.141359,1.359955,25.794079
71,1,4,1,4,8,0.066728,41.765,572.9,572.9,0,0.062851,0.007234,0.142623,1.350387,50.753384
72,1,6,0,3,4,0.066605,42.254,5.8,5.8,0,0.062677,0.007327,0.144639,1.335473,24.732525
73,1,0,2,4,4,0.066573,42.38,95.1,95.1,0,0.062633,0.007351,0.145161,1.33168,24.569954
74,1,1,1,5,8,0.066544,42.498,51.7,51.7,0,0.062591,0.007373,0.145651,1.328147,48.838017
75,1,1,3,0,4,0.066538,42.52,144.7,144.7,0,0.062583,0.007377,0.145743,1.327488,24.390902
76,1,1,2,4,8,0.066469,42.797,193.5,193.5,0,0.062485,0.00743,0.146892,1.319302,48.08606
77,1,5,0,4,4,0.066395,43.096,115.8,115.8,0,0.06238,0.007487,0.148136,1.310592,23.675566
78,1,7,1,0,4,0.066389,43.119,375.3,375.3,0,0.062372,0.007492,0.148232,1.30992,23.64732
79,1,1,3,1,8,0.066346,43.291,1049.3,1049.3,0,0.062311,0.007525,0.148953,1.304944,46.877468
80,1,3,0,5,4,0.066319,43.401,15.4,15.4,0,0.062273,0.007546,0.149412,1.301802,23.30747
81,1,5,2,2,8,0.066297,43.489,3.7,3.7,0,0.062242,0.007563,0.149781,1.299293,46.405834
82,1,4,2,3,8,0.066267,43.613,269.7,269.7,0,0.062198,0.007586,0.150297,1.295796,46.11515
83,1,2,1,5,8,0.066236,43.737,972,972,0,0.062155,0.00761,0.150819,1.292293,45.824829
84,1,7,0,2,4,0.066224,43.784,80.5,80.5,0,0.062138,0.007619,0.151016,1.290971,22.857735
85,1,7,1,1,8,0.0662,43.882,623.6,623.6,0,0.062104,0.007638,0.151426,1.288245,45.490391
86,1,2,2,4,8,0.066164,44.029,27.4,27.4,0,0.062053,0.007666,0.152046,1.284141,45.152596
87,1,2,3,1,8,0.066046,44.513,242,242,0,0.061884,0.00776,0.154085,1.27089,44.070206
88,1,6,1,3,8,0.066014,44.643,41.3,41.3,0,0.061838,0.007785,0.154635,1.267378,43.785515
89,1,6,2,0,4,0.065945,44.93,430.6,430.6,0,0.061738,0.00784,0.155853,1.259685,21.582489
90,1,0,3,2,4,0.065892,45.145,112.1,112.1,0,0.061664,0.007882,0.156768,1.253986,21.354021
91,1,5,1,4,8,0.065819,45.449,40.9,40.9,0,0.061558,0.007941,0.15806,1.246053,42.075989
92,1,1,3,2,8,0.065797,45.542,393.6,393.6,0,0.061526,0.007959,0.158458,1.243634,41.884151
93,1,6,2,1,8,0.065767,45.669,52.9,52.9,0,0.061482,0.007984,0.158998,1.240373,41.626278
94,1,3,1,5,8,0.065749,45.742,4.3,4.3,0,0.061457,0.007998,0.159312,1.238492,41.477791
95,1,3,3,0,4,0.065744,45.763,771.5,771.5,0,0.06145,0.008002,0.159401,1.237957,20.717829
96,1,3,2,4,8,0.065682,46.024,1079,1079,0,0.06136,0.008053,0.16052,1.23131,40.913551
97,1,7,1,2,8,0.065661,46.11,151.9,151.9,0,0.06133,0.00807,0.160886,1.229154,40.744934
98,1,4,0,5,4,0.065638,46.205,53,53,0,0.061297,0.008089,0.161297,1.226744,20.278391
99,1,3,3,1,8,0.065571,46.491,30.4,30.4,0,0.061199,0.008145,0.162527,1.219613,40.002724
100,1,2,3,2,8,0.065517,46.717,75.9,75.9,0,0.061121,0.008189,0.163499,1.214052,39.573242
101,1,8,0,0,2,0.065501,46.787,53.1,53.1,0,0.061097,0.008203,0.163801,1.212338,9.860319
102,1,5,2,3,8,0.065408,47.181,455.6,455.6,0,0.060963,0.00828,0.165507,1.202778,38.709583
103,1,7,0,3,4,0.065343,47.458,136.8,136.8,0,0.060868,0.008335,0.166708,1.196167,19.103786
104,1,6,0,4,4,0.065342,47.466,60,60,0,0.060865,0.008336,0.166743,1.195971,19.096354
105,1,8,0,1,4,0.065333,47.503,389.9,389.9,0,0.060853,0.008344,0.166904,1.195094,19.063171
106,1,6,2,2,8,0.065257,47.831,817.9,817.9,0,0.060741,0.008409,0.168334,1.187367,37.544319
107,1,0,0,6,2,0.065235,47.926,3.4,3.4,0,0.060709,0.008427,0.168745,1.185167,9.344863
108,1,1,0,6,4,0.065147,48.305,184.1,184.1,0,0.06058,0.008503,0.170402,1.176416,18.363592
109,1,4,1,5,8,0.065116,48.44,559.3,559.3,0,0.060535,0.008529,0.170994,1.173335,36.498966
110,1,3,3,2,8,0.065074,48.626,654.1,654.1,0,0.060472,0.008566,0.17181,1.169118,36.187637
111,1,4,2,4,8,0.065055,48.71,31.8,31.8,0,0.060444,0.008583,0.172179,1.167223,36.048244
112,1,1,3,3,8,0.064963,49.114,273.4,273.4,0,0.060308,0.008664,0.173956,1.15822,35.389503
113,1,4,3,1,8,0.064953,49.158,13.7,13.7,0,0.060293,0.008673,0.17415,1.157245,35.31855
114,1,1,2,5,8,0.064907,49.361,604.4,604.4,0,0.060225,0.008713,0.175049,1.152771,34.993801
115,1,2,0,6,4,0.064892,49.429,3.3,3.3,0,0.060202,0.008727,0.17535,1.151282,17.443052
116,1,8,0,2,4,0.064852,49.605,10.6,10.6,0,0.060143,0.008762,0.176127,1.147467,17.305408
117,1,5,0,5,4,0.064847,49.629,321.1,321.1,0,0.060135,0.008767,0.176233,1.146947,17.286703
118,1,7,1,3,8,0.064842,49.65,212.2,212.2,0,0.060128,0.008771,0.176326,1.146497,34.541
119,1,6,1,4,8,0.06484,49.658,443.9,443.9,0,0.060126,0.008773,0.176361,1.146324,34.528561
120,1,8,1,1,8,0.064832,49.693,26.8,26.8,0,0.060114,0.00878,0.17652,1.145551,34.473019
121,1,0,1,6,4,0.064741,50.102,304,304,0,0.059977,0.008862,0.178336,1.136799,16.923553
122,1,2,3,3,8,0.064714,50.224,402.2,402.2,0,0.059937,0.008887,0.17888,1.134211,33.66317
123,1,2,2,5,8,0.06466,50.468,2.9,2.9,0,0.059856,0.008936,0.179966,1.129093,33.300865
124,1,1,1,6,8,0.06466,50.469,35,35,0,0.059855,0.008936,0.179971,1.12907,33.299244
125,1,7,2,1,8,0.064631,50.598,29.1,29.1,0,0.059813,0.008962,0.180546,1.12639,33.11034
126,1,4,3,2,8,0.064498,51.209,110.6,110.6,0,0.059611,0.009086,0.183284,1.113842,32.233444
127,1,3,0,6,4,0.064486,51.262,324,324,0,0.059593,0.009097,0.183526,1.112751,16.078882
128,1,6,2,3,8,0.064482,51.282,5.2,5.2,0,0.059587,0.009101,0.183612,1.112361,32.130772
129,1,2,1,6,8,0.064422,51.558,232.6,232.6,0,0.059496,0.009158,0.184859,1.106794,31.74634
130,1,8,1,2,8,0.064385,51.729,1.1,1.1,0,0.05944,0.009192,0.185626,1.103403,31.513327
131,1,5,1,5,8,0.06438,51.752,8.7,8.7,0,0.059433,0.009197,0.185731,1.102941,31.481638
132,1,5,3,0,4,0.064376,51.771,107.4,107.4,0,0.059427,0.009201,0.185817,1.102563,15.727882
133,1,5,2,4,8,0.064325,52.009,115.7,115.7,0,0.059349,0.00925,0.186895,1.09786,31.134403
134,1,3,3,3,8,0.064319,52.037,18.2,18.2,0,0.05934,0.009255,0.187021,1.097314,31.097269
135,1,7,0,4,4,0.06427,52.267,193.8,193.8,0,0.059265,0.009303,0.188062,1.092825,15.396197
136,1,3,2,5,8,0.064269,52.275,15,15,0,0.059262,0.009304,0.188097,1.092677,30.782375
137,1,5,3,1,8,0.064234,52.436,516.1,516.1,0,0.05921,0.009337,0.188831,1.089544,30.570593
138,1,7,2,2,8,0.064198,52.608,80.8,80.8,0,0.059154,0.009373,0.189609,1.086249,30.348663
139,1,8,0,3,4,0.064122,52.97,59.9,59.9,0,0.059037,0.009447,0.191259,1.079354,14.943563
140,1,3,1,6,8,0.064046,53.339,19.5,19.5,0,0.058918,0.009524,0.192945,1.07243,29.427534
141,1,0,3,4,4,0.06402,53.463,412.8,412.8,0,0.058878,0.009549,0.193515,1.070116,14.63739
142,1,6,0,5,4,0.063993,53.591,2.7,2.7,0,0.058837,0.009576,0.1941,1.067755,14.559715
143,1,9,0,1,4,0.063968,53.715,10,10,0,0.058797,0.009602,0.19467,1.065468,14.484669
144,1,4,0,6,4,0.06396,53.753,12.4,12.4,0,0.058785,0.00961,0.194843,1.064775,14.461963
145,1,1,3,4,8,0.063948,53.814,13.8,13.8,0,0.058766,0.009622,0.195123,1.063661,28.851009
146,1,7,1,4,8,0.063845,54.316,23.8,23.8,0,0.058606,0.009727,0.197436,1.054559,28.259232
147,1,5,3,2,8,0.063829,54.398,43.7,43.7,0,0.05858,0.009744,0.197815,1.053091,28.164452
148,1,4,3,3,8,0.063808,54.503,316.7,316.7,0,0.058547,0.009766,0.198297,1.051227,28.044292
149,1,4,2,5,8,0.063762,54.733,55.4,55.4,0,0.058474,0.009814,0.199361,1.047148,27.782385
150,1,2,3,4,8,0.063737,54.856,59.3,59.3,0,0.058435,0.00984,0.199932,1.044975,27.643456
151,1,8,1,3,8,0.063708,55.001,270.4,270.4,0,0.058389,0.009871,0.200604,1.042438,27.481728
152,1,9,1,0,4,0.063691,55.09,142.8,142.8,0,0.058361,0.009889,0.201016,1.040888,13.691598
153,1,8,2,0,4,0.06366,55.248,56.4,56.4,0,0.058312,0.009923,0.20175,1.038145,13.604621
154,1,6,1,5,8,0.063589,55.606,24.5,24.5,0,0.058199,0.009998,0.203419,1.031978,26.820568
155,1,9,0,2,4,0.063582,55.646,84.2,84.2,0,0.058187,0.010007,0.203603,1.031305,13.389152
156,1,9,1,1,8,0.063566,55.727,17.3,17.3,0,0.058162,0.010024,0.203985,1.029913,26.691116
157,1,4,1,6,8,0.063559,55.764,124.5,124.5,0,0.05815,0.010032,0.204157,1.029287,26.651939
158,1,7,2,3,8,0.063543,55.844,147.7,147.7,0,0.058125,0.010049,0.204528,1.027937,26.567574
159,1,6,2,4,8,0.063542,55.851,64.8,64.8,0,0.058123,0.01005,0.204563,1.027812,26.559795
160,1,8,2,1,8,0.063535,55.884,420.8,420.8,0,0.058113,0.010057,0.204717,1.027255,26.525032
161,1,6,3,1,8,0.063463,56.258,1,1,0,0.057997,0.010137,0.206466,1.02098,26.135271
162,1,0,2,6,4,0.063463,56.261,3.8,3.8,0,0.057996,0.010137,0.20648,1.02093,13.066097
163,1,3,3,4,8,0.063405,56.564,64.2,64.2,0,0.057902,0.010202,0.207902,1.015907,25.822651
164,1,1,2,6,8,0.063398,56.6,201.3,201.3,0,0.057891,0.010209,0.208069,1.015321,25.786629
165,1,5,0,6,4,0.063352,56.843,27.8,27.8,0,0.057816,0.010261,0.209213,1.011335,12.771359
166,1,1,0,7,4,0.063341,56.905,99.7,99.7,0,0.057797,0.010275,0.209504,1.01033,12.740736
167,1,0,4,0,2,0.06328,57.23,220.2,220.2,0,0.057698,0.010344,0.211036,1.005075,6.290606
168,1,8,0,4,4,0.06324,57.446,12.7,12.7,0,0.057632,0.010391,0.212059,1.001605,12.476526
169,1,5,3,3,8,0.063218,57.566,207.8,207.8,0,0.057596,0.010417,0.212624,0.999704,24.838818
170,1,2,2,6,8,0.06321,57.608,3.6,3.6,0,0.057583,0.010426,0.212825,0.999031,24.798409
171,1,9,1,2,8,0.06321,57.613,296.1,296.1,0,0.057582,0.010427,0.212846,0.99896,24.794195
172,1,8,2,2,8,0.063182,57.766,12,12,0,0.057535,0.01046,0.213573,0.996534,24.64901
173,1,5,2,5,8,0.063178,57.788,357.9,357.9,0,0.057529,0.010464,0.213675,0.996194,24.62867
174,1,2,0,7,4,0.063155,57.91,33.1,33.1,0,0.057492,0.010491,0.214254,0.994275,12.257139
175,1,7,0,5,4,0.063134,58.028,100,100,0,0.057456,0.010516,0.214814,0.992428,12.202215
176,1,6,3,2,8,0.063115,58.132,180.8,180.8,0,0.057425,0.010539,0.21531,0.990802,24.307985
177,1,1,4,1,8,0.063106,58.185,28.3,28.3,0,0.057409,0.01055,0.215559,0.989986,24.259657
178,1,2,4,0,4,0.063038,58.563,43.7,43.7,0,0.057296,0.010632,0.217358,0.984159,11.958202
179,1,9,0,3,4,0.063002,58.769,5.9,5.9,0,0.057234,0.010677,0.218342,0.981009,11.866027
180,1,5,1,6,8,0.062999,58.784,5.7,5.7,0,0.05723,0.010681,0.218415,0.980778,23.718613
181,1,1,1,7,8,0.062989,58.845,86.2,86.2,0,0.057212,0.010694,0.218703,0.979862,23.665184
182,1,4,3,4,8,0.062979,58.901,160,160,0,0.057195,0.010706,0.218973,0.979007,23.615406
183,1,2,4,1,8,0.062931,59.176,315.9,315.9,0,0.057114,0.010766,0.220287,0.974867,23.375216
184,1,3,2,6,8,0.062916,59.265,369.8,369.8,0,0.057087,0.010786,0.220712,0.97354,23.298563
185,1,8,1,4,8,0.062897,59.375,46.6,46.6,0,0.057055,0.01081,0.22124,0.971896,23.203833
186,1,1,3,5,8,0.06288,59.474,14.2,14.2,0,0.057026,0.010831,0.221713,0.970433,23.119677
187,1,10,0,0,2,0.062873,59.511,36.9,36.9,0,0.057015,0.01084,0.221895,0.96987,5.771845
188,1,3,0,7,4,0.062865,59.561,1.7,1.7,0,0.057,0.01085,0.222133,0.969138,11.522708
189,1,0,4,2,4,0.062842,59.694,124.4,124.4,0,0.056961,0.01088,0.222772,0.967175,11.466527
190,1,2,1,7,8,0.062819,59.829,258.1,258.1,0,0.056922,0.010909,0.22342,0.965196,22.820185
191,1,7,1,5,8,0.0628,59.945,13.8,13.8,0,0.056888,0.010935,0.223977,0.963506,22.724045
192,1,7,3,0,4,0.062797,59.962,109.5,109.5,0,0.056883,0.010939,0.22406,0.963254,11.354871
193,1,1,4,2,8,0.062787,60.021,68.2,68.2,0,0.056866,0.010952,0.224342,0.962401,22.661367
194,1,10,0,1,4,0.062771,60.119,56.5,56.5,0,0.056837,0.010973,0.224815,0.960973,11.29025
195,1,7,2,4,8,0.062761,60.178,224.2,224.2,0,0.05682,0.010987,0.225102,0.960112,22.531843
196,1,2,3,5,8,0.062716,60.452,287.8,287.8,0,0.056741,0.011047,0.22642,0.956179,22.310394
197,1,6,0,6,4,0.062711,60.479,10.8,10.8,0,0.056733,0.011053,0.226552,0.955789,11.144245
198,1,7,3,1,8,0.062697,60.567,185.5,185.5,0,0.056708,0.011073,0.226975,0.954536,22.218267
199,1,9,1,3,8,0.06268,60.671,4.6,4.6,0,0.056678,0.011096,0.227481,0.953046,22.134933
200,1,3,4,1,8,0.062658,60.806,8.2,8.2,0,0.056639,0.011126,0.228131,0.951139,22.028635
201,1,8,2,3,8,0.062656,60.82,70.4,70.4,0,0.056635,0.011129,0.2282,0.950938,22.017477
202,1,2,4,2,8,0.062628,60.993,93,93,0,0.056585,0.011167,0.22904,0.948494,21.881748
203,1,6,3,3,8,0.062599,61.175,12.8,12.8,0,0.056534,0.011208,0.229918,0.945954,21.741283
204,1,6,2,5,8,0.062565,61.389,3.1,3.1,0,0.056473,0.011256,0.230956,0.942978,21.577515
205,1,3,1,7,8,0.062556,61.448,14.7,14.7,0,0.056456,0.011269,0.231246,0.94215,21.532104
206,1,9,2,1,8,0.062547,61.503,11.8,11.8,0,0.056441,0.011281,0.23151,0.941402,21.491077
207,1,4,2,6,8,0.062542,61.537,14.7,14.7,0,0.056431,0.011289,0.231678,0.940923,21.464914
208,1,5,3,4,8,0.062497,61.824,13.3,13.3,0,0.05635,0.011353,0.233073,0.936987,21.250299
209,1,4,0,7,4,0.062497,61.827,29.5,29.5,0,0.056349,0.011354,0.233087,0.936948,10.624083
210,1,10,0,2,4,0.062483,61.92,31.7,31.7,0,0.056323,0.011375,0.233539,0.935683,10.589769
211,1,10,1,1,8,0.062471,61.996,22.9,22.9,0,0.056302,0.011392,0.233912,0.934643,21.123238
212,1,3,3,5,8,0.062461,62.061,1.4,1.4,0,0.056284,0.011407,0.23423,0.933759,21.075424
213,1,6,1,6,8,0.062417,62.35,339.8,339.8,0,0.056203,0.011472,0.235637,0.929872,20.866146
214,1,7,3,2,8,0.062416,62.36,47.9,47.9,0,0.056201,0.011474,0.235686,0.929738,20.858946
215,1,4,4,0,4,0.062402,62.455,68.1,68.1,0,0.056174,0.011496,0.236149,0.928468,10.395454
216,1,3,4,2,8,0.062381,62.595,93.7,93.7,0,0.056136,0.011527,0.236835,0.926598,20.690996
217,1,8,0,5,4,0.062336,62.896,0.4,0.4,0,0.056053,0.011596,0.238308,0.922617,10.239722
218,1,9,0,4,4,0.062325,62.978,69.9,69.9,0,0.056031,0.011614,0.238708,0.921542,10.211287
219,1,1,4,3,8,0.06232,63.008,201.5,201.5,0,0.056022,0.011621,0.238857,0.921144,20.401558
220,1,4,4,1,8,0.062315,63.045,231.5,231.5,0,0.056012,0.01163,0.23904,0.920653,20.375671
221,1,9,2,2,8,0.062281,63.28,101.3,101.3,0,0.055948,0.011683,0.240193,0.917588,20.214405
222,1,4,1,7,8,0.062225,63.675,94.1,94.1,0,0.055841,0.011773,0.242132,0.912494,19.948507
223,1,10,1,2,8,0.062213,63.766,50.3,50.3,0,0.055817,0.011794,0.242581,0.911326,19.887875
224,1,2,4,3,8,0.062187,63.954,160.9,160.9,0,0.055766,0.011838,0.243507,0.908928,19.763826
225,1,4,3,5,8,0.062143,64.276,188,188,0,0.055681,0.011912,0.245092,0.904865,19.555016
226,1,5,2,6,8,0.062128,64.389,33.9,33.9,0,0.055651,0.011938,0.245654,0.903437,19.482046
227,1,1,2,7,8,0.06212,64.447,122.1,122.1,0,0.055636,0.011951,0.245936,0.902721,19.445513
228,1,7,0,6,4,0.062098,64.615,20.5,20.5,0,0.055591,0.01199,0.246767,0.900625,9.669464
229,1,5,0,7,4,0.062091,64.672,93.3,93.3,0,0.055576,0.012003,0.247049,0.899916,9.651469
230,1,8,1,5,8,0.062084,64.726,227.6,227.6,0,0.055562,0.012016,0.247319,0.899241,19.268751
231,1,4,4,2,8,0.062074,64.799,65.9,65.9,0,0.055543,0.012033,0.247678,0.898343,19.223341
232,1,9,1,4,8,0.062073,64.807,37.5,37.5,0,0.055541,0.012035,0.247717,0.898246,19.218422
233,1,10,0,3,4,0.062067,64.856,42.6,42.6,0,0.055528,0.012046,0.247961,0.897635,9.593804
234,1,8,2,4,8,0.062055,64.95,15.7,15.7,0,0.055504,0.012068,0.248425,0.896481,19.129421
235,1,7,3,3,8,0.062012,65.285,73.1,73.1,0,0.055417,0.012146,0.250086,0.892382,18.923985
236,1,6,3,4,8,0.062011,65.292,154.1,154.1,0,0.055415,0.012148,0.25012,0.892301,18.919922
237,1,8,3,1,8,0.062007,65.322,9.5,9.5,0,0.055407,0.012155,0.250268,0.891936,18.901733
238,1,2,2,7,8,0.062,65.382,41,41,0,0.055392,0.012168,0.250564,0.891214,18.865744
239,1,7,2,5,8,0.061986,65.492,124,124,0,0.055364,0.012194,0.251109,0.889883,18.799561
240,1,3,4,3,8,0.061984,65.515,6.4,6.4,0,0.055358,0.0122,0.251224,0.889605,18.785748
241,1,0,0,8,2,0.061976,65.575,41.3,41.3,0,0.055342,0.012214,0.251524,0.888875,4.687392
242,1,0,3,6,4,0.061965,65.666,106.2,106.2,0,0.055319,0.012235,0.251974,0.887787,9.34785
243,1,5,4,1,8,0.061941,65.861,45.1,45.1,0,0.055269,0.012281,0.252944,0.885449,18.580446
244,1,1,0,8,4,0.061939,65.885,9.2,9.2,0,0.055263,0.012286,0.253062,0.885165,9.283238
245,1,1,3,6,8,0.061928,65.975,12.3,12.3,0,0.055241,0.012308,0.253511,0.88409,18.513699
246,1,9,2,3,8,0.061903,66.184,7.5,7.5,0,0.055188,0.012357,0.254547,0.881622,18.392973
247,1,7,1,6,8,0.061876,66.42,10,10,0,0.055129,0.012412,0.255724,0.878843,18.257803
248,1,5,1,7,8,0.061869,66.476,38.3,38.3,0,0.055115,0.012426,0.256004,0.878184,18.225857
249,1,10,1,3,8,0.061849,66.658,24.9,24.9,0,0.05507,0.012469,0.25691,0.876064,18.123463
