No.,Code,H,K,L,Mult,Hw,2theta,Icalc,Iobs,Sigma,HwG,HwL,ETA,d-hkl,CORR
82,1,6,0,0,4,0.066806,41.456,4390.2,4390.2,0,0.06296,0.007175,0.141353,1.36,25.796066
83,1,5,2,3,16,0.066716,41.813,621.4,621.4,0,0.062834,0.007243,0.14282,1.348906,101.249519
84,1,6,0,1,8,0.066678,41.962,53.8,53.8,0,0.062781,0.007271,0.143434,1.344336,50.228703
85,1,6,1,0,8,0.066655,42.055,40.5,40.5,0,0.062748,0.007289,0.143818,1.341496,49.983398
86,1,4,0,5,8,0.066641,42.112,484.2,484.2,0,0.062728,0.0073,0.144054,1.339758,49.833576
87,1,5,3,2,16,0.066599,42.278,3401.7,3401.7,0,0.062669,0.007331,0.14474,1.334742,98.804672
88,1,6,1,1,16,0.066529,42.555,2.5,2.5,0,0.062571,0.007384,0.145887,1.326455,97.387527
89,1,4,1,5,16,0.066492,42.703,410.4,410.4,0,0.062518,0.007412,0.146503,1.322057,96.63942
90,1,2,2,6,8,0.066451,42.869,383.5,383.5,0,0.06246,0.007444,0.147192,1.317187,47.907089
91,1,4,3,4,16,0.066433,42.941,0.4,0.4,0,0.062435,0.007458,0.147493,1.315078,95.457985
92,1,3,3,5,8,0.066347,43.288,798,798,0,0.062312,0.007524,0.148939,1.30504,46.885475
93,1,6,0,2,8,0.066307,43.45,5491.3,5491.3,0,0.062255,0.007555,0.149618,1.300403,46.498253
94,1,5,1,4,16,0.066289,43.523,484.3,484.3,0,0.06223,0.007569,0.149923,1.298325,92.650589
95,1,4,4,3,8,0.066275,43.577,23.8,23.8,0,0.062211,0.007579,0.150149,1.296798,46.198311
96,1,6,2,0,8,0.066218,43.811,964.2,964.2,0,0.062129,0.007624,0.15113,1.290209,45.652531
97,1,6,1,2,16,0.066165,44.027,95.1,95.1,0,0.062053,0.007666,0.152037,1.284198,90.314537
98,1,3,1,6,16,0.066164,44.029,2633.5,2633.5,0,0.062053,0.007666,0.152044,1.284151,90.306885
99,1,6,2,1,16,0.066099,44.295,17,17,0,0.06196,0.007718,0.153167,1.276812,89.104729
100,1,5,4,0,8,0.066077,44.384,2418.4,2418.4,0,0.061928,0.007735,0.153543,1.274378,44.353905
101,1,4,2,5,16,0.066064,44.439,87.6,87.6,0,0.061909,0.007745,0.153774,1.272888,88.465256
102,1,0,0,7,2,0.066029,44.582,224.7,224.7,0,0.061859,0.007773,0.15438,1.269,10.979226
103,1,5,3,3,16,0.065995,44.722,204.3,204.3,0,0.061811,0.0078,0.154972,1.265237,87.224731
104,1,5,4,1,16,0.065961,44.863,7.5,7.5,0,0.061762,0.007827,0.15557,1.261463,86.615936
105,1,5,2,4,16,0.065871,45.234,4732.4,4732.4,0,0.061633,0.007899,0.157144,1.251665,85.045311
106,1,1,1,7,8,0.065757,45.707,66.5,66.5,0,0.061469,0.007991,0.159164,1.23938,41.547829
107,1,6,2,2,16,0.065754,45.723,1304,1304,0,0.061464,0.007994,0.159228,1.238992,83.034515
108,1,3,2,6,16,0.065753,45.724,21.5,21.5,0,0.061463,0.007995,0.159235,1.23895,83.027908
109,1,6,0,3,8,0.065724,45.845,65.4,65.4,0,0.061422,0.008018,0.15975,1.235873,41.271637
110,1,5,4,2,16,0.065621,46.277,5723.9,5723.9,0,0.061273,0.008103,0.161604,1.224952,80.834457
111,1,6,1,3,16,0.065593,46.398,15.4,15.4,0,0.061231,0.008126,0.162124,1.221938,80.365883
112,1,6,3,0,8,0.06554,46.621,22.5,22.5,0,0.061155,0.00817,0.163084,1.216421,39.755901
113,1,2,0,7,8,0.065495,46.811,267.4,267.4,0,0.061089,0.008207,0.163907,1.211741,39.395435
114,1,4,4,4,8,0.065475,46.895,420.5,420.5,0,0.06106,0.008224,0.164268,1.209699,39.238663
115,1,6,3,1,16,0.065431,47.082,0.7,0.7,0,0.060997,0.008261,0.165076,1.205174,77.784599
116,1,4,3,5,16,0.065399,47.219,0.2,0.2,0,0.06095,0.008288,0.16567,1.201872,77.281189
117,1,2,1,7,16,0.065367,47.356,987,987,0,0.060903,0.008315,0.166264,1.198598,76.783508
118,1,4,0,6,8,0.065363,47.372,592.1,592.1,0,0.060897,0.008318,0.166335,1.198209,38.362289
119,1,5,1,5,16,0.065273,47.76,32.4,32.4,0,0.060765,0.008394,0.168021,1.189044,75.340591
120,1,4,1,6,16,0.065238,47.912,4221.3,4221.3,0,0.060714,0.008424,0.168683,1.185497,74.808319
121,1,5,3,4,16,0.065223,47.978,2661.9,2661.9,0,0.060691,0.008438,0.168972,1.183959,74.578156
122,1,6,2,3,16,0.065211,48.028,67.1,67.1,0,0.060674,0.008447,0.16919,1.1828,74.404976
123,1,6,3,2,16,0.065115,48.445,14.4,14.4,0,0.060533,0.00853,0.171017,1.173216,72.980286
124,1,3,3,6,8,0.065115,48.447,2380.6,2380.6,0,0.060533,0.008531,0.171023,1.173181,36.487507
125,1,5,4,3,16,0.065088,48.562,172,172,0,0.060494,0.008554,0.171528,1.170567,72.588928
126,1,2,2,7,8,0.064997,48.961,44.4,44.4,0,0.060359,0.008633,0.173286,1.161594,35.635635
127,1,6,0,4,8,0.064979,49.042,4331.7,4331.7,0,0.060332,0.00865,0.173642,1.159795,35.504272
128,1,5,5,0,4,0.06492,49.305,39.8,39.8,0,0.060244,0.008702,0.174802,1.153998,17.541367
129,1,7,1,0,8,0.06492,49.305,184,184,0,0.060244,0.008702,0.174802,1.153998,35.082726
130,1,5,2,5,16,0.064908,49.356,108.8,108.8,0,0.060227,0.008712,0.175025,1.152892,70.005096
131,1,4,2,6,16,0.064875,49.504,666.2,666.2,0,0.060177,0.008742,0.17568,1.149657,69.53746
132,1,6,1,4,16,0.06486,49.568,1.4,1.4,0,0.060155,0.008755,0.175966,1.148255,69.335114
133,1,5,5,1,8,0.06482,49.747,4.5,4.5,0,0.060096,0.008791,0.17676,1.144382,34.389065
134,1,7,1,1,16,0.06482,49.747,11.2,11.2,0,0.060096,0.008791,0.17676,1.144382,68.77813
135,1,3,1,7,16,0.064761,50.01,208.2,208.2,0,0.060008,0.008844,0.177928,1.138747,67.971863
136,1,6,4,0,8,0.064686,50.349,717.1,717.1,0,0.059895,0.008912,0.179435,1.131588,33.477253
137,1,6,3,3,16,0.064619,50.656,19.1,19.1,0,0.059793,0.008974,0.180807,1.125174,66.04969
138,1,6,4,1,16,0.06459,50.785,27.3,27.3,0,0.059751,0.009,0.181382,1.122517,65.676811
139,1,7,2,0,8,0.064573,50.865,1607,1607,0,0.059724,0.009016,0.181742,1.120862,32.722542
140,1,4,4,5,8,0.064562,50.914,44.5,44.5,0,0.059708,0.009027,0.181963,1.119848,32.651657
141,1,5,5,2,8,0.064531,51.058,15.9,15.9,0,0.059661,0.009056,0.182606,1.116914,32.447002
142,1,7,1,2,16,0.064531,51.058,102.8,102.8,0,0.059661,0.009056,0.182606,1.116914,64.894005
143,1,6,2,4,16,0.064517,51.122,1052.5,1052.5,0,0.05964,0.009069,0.182896,1.115597,64.710724
144,1,7,2,1,16,0.064479,51.297,1.9,1.9,0,0.059582,0.009104,0.183683,1.112044,64.217674
145,1,0,0,8,2,0.064461,51.38,1046.7,1046.7,0,0.059555,0.009121,0.184055,1.110375,7.998333
146,1,3,2,7,16,0.064423,51.555,2.5,2.5,0,0.059497,0.009157,0.184841,1.106872,63.503368
147,1,5,4,4,16,0.064406,51.633,2621.4,2621.4,0,0.059472,0.009173,0.185193,1.105315,63.289158
148,1,5,3,5,16,0.064341,51.934,45,45,0,0.059373,0.009234,0.186556,1.099335,62.470013
149,1,6,4,2,16,0.064311,52.076,733.2,733.2,0,0.059327,0.009263,0.187195,1.096559,62.091686
150,1,4,3,6,16,0.064311,52.077,20,20,0,0.059327,0.009264,0.187202,1.09653,62.087723
151,1,1,1,8,8,0.064243,52.394,175.9,175.9,0,0.059223,0.009329,0.188637,1.090369,30.626244
152,1,7,2,2,16,0.064204,52.579,2962,2962,0,0.059163,0.009367,0.189481,1.08679,60.770042
153,1,5,1,6,16,0.064204,52.581,146.2,146.2,0,0.059163,0.009367,0.189488,1.086761,60.766239
154,1,6,0,5,8,0.064128,52.94,267.6,267.6,0,0.059046,0.009441,0.191125,1.079909,29.924166
155,1,4,0,7,8,0.064102,53.066,85.5,85.5,0,0.059006,0.009467,0.1917,1.077532,29.765833
156,1,5,5,3,8,0.064077,53.189,13,13,0,0.058966,0.009493,0.192261,1.075225,29.612617
157,1,7,1,3,16,0.064077,53.189,3.1,3.1,0,0.058966,0.009493,0.192261,1.075225,59.225235
158,1,7,3,0,8,0.064035,53.391,1136.2,1136.2,0,0.058901,0.009534,0.193183,1.07146,29.363501
159,1,2,0,8,8,0.064034,53.394,555.1,555.1,0,0.0589,0.009535,0.193196,1.071406,29.359924
160,1,6,1,5,16,0.064025,53.438,15.9,15.9,0,0.058886,0.009544,0.193401,1.070575,58.610081
161,1,4,1,7,16,0.063999,53.564,636.3,636.3,0,0.058846,0.00957,0.193975,1.068258,58.305004
162,1,6,3,4,16,0.063983,53.639,0.4,0.4,0,0.058822,0.009586,0.194323,1.066858,58.121037
163,1,7,3,1,16,0.063949,53.809,30,30,0,0.058767,0.009621,0.1951,1.06375,57.713715
164,1,2,1,8,16,0.063932,53.889,1810.9,1810.9,0,0.058742,0.009638,0.195468,1.062289,57.522739
165,1,3,3,7,8,0.063898,54.058,417.8,417.8,0,0.058688,0.009673,0.196245,1.05922,28.561438
166,1,5,2,6,16,0.063895,54.072,3209.1,3209.1,0,0.058683,0.009676,0.196313,1.058952,57.088017
167,1,6,4,3,16,0.063873,54.179,10.9,10.9,0,0.058649,0.009698,0.196803,1.057029,56.838284
168,1,7,2,3,16,0.063774,54.669,55.6,55.6,0,0.058494,0.009801,0.199067,1.04827,55.708656
169,1,6,5,0,8,0.063735,54.867,14.7,14.7,0,0.058431,0.009843,0.199984,1.044781,27.631063
170,1,6,2,5,16,0.063726,54.914,133,133,0,0.058417,0.009852,0.200201,1.043959,55.157303
171,1,4,2,7,16,0.063701,55.037,16.8,16.8,0,0.058378,0.009878,0.20077,1.041811,54.883713
172,1,7,3,2,16,0.063699,55.05,1270.9,1270.9,0,0.058374,0.009881,0.200831,1.041581,54.854431
173,1,6,5,1,16,0.063654,55.277,5.2,5.2,0,0.058302,0.009929,0.201889,1.037629,54.35318
174,1,2,2,8,8,0.063638,55.356,195.8,195.8,0,0.058278,0.009945,0.202254,1.036272,27.090868
175,1,5,4,5,16,0.06363,55.4,168.1,168.1,0,0.058264,0.009955,0.202457,1.035519,54.086746
176,1,4,4,6,8,0.063603,55.536,114.3,114.3,0,0.058221,0.009984,0.203094,1.033174,26.895678
177,1,5,5,4,8,0.063498,56.078,22.9,22.9,0,0.058053,0.010098,0.205622,1.023996,26.322184
178,1,7,1,4,16,0.063498,56.078,131.8,131.8,0,0.058053,0.010098,0.205622,1.023996,52.644367
179,1,8,0,0,4,0.063452,56.317,91.6,91.6,0,0.057978,0.010149,0.206742,1.02,13.037354
180,1,3,1,8,16,0.063452,56.32,1531.2,1531.2,0,0.057978,0.01015,0.206755,1.019953,52.143627
181,1,6,5,2,16,0.063418,56.497,3.2,3.2,0,0.057923,0.010187,0.207585,1.017022,51.782299
182,1,5,3,6,16,0.063418,56.498,945.8,945.8,0,0.057923,0.010188,0.207591,1.016999,51.779453
183,1,8,0,1,8,0.063376,56.72,0.8,0.8,0,0.057854,0.010235,0.208636,1.013341,25.665346
184,1,7,4,0,8,0.063362,56.795,833.2,833.2,0,0.057831,0.010251,0.208986,1.012123,25.590876
185,1,8,1,0,8,0.063362,56.795,793.4,793.4,0,0.057831,0.010251,0.208986,1.012123,25.590876
186,1,6,4,4,16,0.063317,57.033,834.3,834.3,0,0.057758,0.010302,0.21011,1.008242,50.708794
187,1,7,3,3,16,0.063309,57.078,6.7,6.7,0,0.057745,0.010312,0.210318,1.007526,50.621834
188,1,7,4,1,16,0.063286,57.196,10,10,0,0.057708,0.010337,0.210877,1.005617,50.39043
189,1,8,1,1,16,0.063286,57.196,2.6,2.6,0,0.057708,0.010337,0.210877,1.005617,50.39043
190,1,6,3,5,16,0.063264,57.316,17.8,17.8,0,0.057672,0.010363,0.211441,1.003697,50.158268
191,1,4,3,7,16,0.063242,57.435,0,0,0,0.057636,0.010388,0.212005,1.001787,49.928055
192,1,6,0,6,8,0.06324,57.449,1610.5,1610.5,0,0.057631,0.010391,0.212072,1.00156,24.950377
193,1,7,2,4,16,0.063229,57.507,1518,1518,0,0.057614,0.010404,0.212348,1.000632,49.789127
194,1,3,2,8,16,0.063185,57.746,11.8,11.8,0,0.057541,0.010455,0.213475,0.996859,49.336838
195,1,5,1,7,16,0.063156,57.907,58.1,58.1,0,0.057493,0.01049,0.21424,0.994322,49.034103
196,1,8,0,2,8,0.063154,57.92,231.1,231.1,0,0.057489,0.010493,0.2143,0.994122,24.505142
197,1,6,1,6,16,0.063153,57.921,36.6,36.6,0,0.057488,0.010493,0.214307,0.9941,49.007694
198,1,8,2,0,8,0.063101,58.213,138.1,138.1,0,0.0574,0.010556,0.215694,0.989545,24.233614
199,1,0,0,9,2,0.063071,58.378,126.3,126.3,0,0.057351,0.010592,0.216477,0.987,6.020847
200,1,7,4,2,16,0.063069,58.389,1634.5,1634.5,0,0.057348,0.010595,0.216531,0.986825,48.14621
201,1,8,1,2,16,0.063069,58.389,2245.4,2245.4,0,0.057348,0.010595,0.216531,0.986825,48.14621
202,1,6,5,3,16,0.063051,58.492,19.4,19.4,0,0.057317,0.010617,0.21702,0.985247,47.96056
203,1,8,2,1,16,0.06303,58.608,0.9,0.9,0,0.057282,0.010642,0.217575,0.983462,47.751083
204,1,4,0,8,8,0.062936,59.149,503.7,503.7,0,0.057121,0.01076,0.22016,0.975266,23.398273
205,1,5,2,7,16,0.062908,59.308,344.6,344.6,0,0.057075,0.010795,0.220921,0.97289,46.522083
206,1,1,1,9,8,0.062908,59.31,42.3,42.3,0,0.057074,0.010795,0.220927,0.972869,23.259872
207,1,6,2,6,16,0.062906,59.322,442.4,442.4,0,0.05707,0.010798,0.220988,0.972682,46.498123
208,1,4,1,8,16,0.062856,59.613,1330.5,1330.5,0,0.056985,0.010862,0.222381,0.968374,46.003265
209,1,5,5,5,8,0.062849,59.654,7.1,7.1,0,0.056973,0.010871,0.222581,0.967759,22.966486
210,1,7,1,5,16,0.062849,59.654,63.7,63.7,0,0.056973,0.010871,0.222581,0.967759,45.932972
211,1,8,2,2,16,0.062827,59.783,218.7,218.7,0,0.056935,0.010899,0.223201,0.965864,45.716515
212,1,5,4,6,16,0.062827,59.785,1880.6,1880.6,0,0.056935,0.0109,0.223207,0.965844,45.714249
213,1,7,3,4,16,0.062817,59.842,1117.3,1117.3,0,0.056918,0.010912,0.22348,0.965012,45.619423
214,1,8,0,3,8,0.06281,59.884,59.6,59.6,0,0.056906,0.010922,0.223687,0.964384,22.773993
215,1,6,6,0,4,0.062779,60.071,889.9,889.9,0,0.056851,0.010963,0.224585,0.961665,11.309835
216,1,3,3,8,8,0.062778,60.074,1560.4,1560.4,0,0.05685,0.010963,0.224598,0.961626,22.617456
217,1,2,0,9,8,0.062752,60.233,128.3,128.3,0,0.056804,0.010999,0.225363,0.959329,22.487589
218,1,7,4,3,16,0.062733,60.344,43.5,43.5,0,0.056772,0.011023,0.225902,0.957719,44.793812
219,1,8,1,3,16,0.062733,60.344,62.8,62.8,0,0.056772,0.011023,0.225902,0.957719,44.793812
220,1,6,6,1,8,0.062715,60.459,7.6,7.6,0,0.056739,0.011049,0.226454,0.956079,22.304745
221,1,8,3,0,8,0.062703,60.53,0.6,0.6,0,0.056718,0.011064,0.226799,0.955056,22.247375
222,1,6,4,5,16,0.062696,60.574,111.1,111.1,0,0.056706,0.011074,0.227012,0.954428,44.42445
223,1,4,4,7,8,0.062677,60.69,4.4,4.4,0,0.056672,0.0111,0.227569,0.952786,22.120443
224,1,2,1,9,16,0.062677,60.691,398.3,398.3,0,0.056672,0.0111,0.227576,0.952767,44.238766
225,1,8,3,1,16,0.06264,60.916,5,5,0,0.056608,0.01115,0.228665,0.949583,43.884323
226,1,7,5,0,8,0.062629,60.987,36.4,36.4,0,0.056587,0.011166,0.22901,0.948581,21.886559
227,1,4,2,8,16,0.062628,60.99,287.2,287.2,0,0.056586,0.011167,0.229023,0.948543,43.768948
228,1,7,2,5,16,0.062622,61.031,164.4,164.4,0,0.056575,0.011176,0.229222,0.947966,43.704983
229,1,6,5,4,16,0.062592,61.216,0,0,0,0.056522,0.011217,0.230117,0.945383,43.419613
230,1,7,5,1,16,0.062568,61.371,8.8,8.8,0,0.056478,0.011252,0.230872,0.943218,43.181366
231,1,5,3,7,16,0.062532,61.6,126.3,126.3,0,0.056413,0.011303,0.231984,0.940056,42.834961
232,1,6,6,2,8,0.06253,61.612,1269.5,1269.5,0,0.05641,0.011306,0.232044,0.939887,21.408239
233,1,6,3,6,16,0.06253,61.614,3.6,3.6,0,0.056409,0.011306,0.232051,0.939868,42.814499
234,1,8,2,3,16,0.062515,61.712,10,10,0,0.056382,0.011328,0.232527,0.938523,42.667709
235,1,2,2,9,8,0.062462,62.054,13.7,13.7,0,0.056286,0.011405,0.234193,0.933861,21.080935
236,1,8,3,2,16,0.06246,62.065,0.1,0.1,0,0.056283,0.011408,0.234246,0.933713,42.145889
237,1,6,0,7,8,0.062394,62.503,157.5,157.5,0,0.056161,0.011506,0.236385,0.927823,20.756397
238,1,7,5,2,16,0.062393,62.515,136.3,136.3,0,0.056158,0.011509,0.236445,0.92766,41.495403
239,1,8,0,4,8,0.062384,62.572,203.9,203.9,0,0.056142,0.011522,0.236722,0.926905,20.707388
240,1,6,1,7,16,0.062328,62.952,1,1,0,0.056038,0.011608,0.238581,0.921882,40.881172
241,1,3,1,9,16,0.062328,62.953,178.2,178.2,0,0.056037,0.011609,0.238587,0.921865,40.87933
242,1,7,4,4,16,0.062318,63.02,1003,1003,0,0.056019,0.011624,0.238917,0.920982,40.786045
243,1,8,1,4,16,0.062318,63.02,1011.1,1011.1,0,0.056019,0.011624,0.238917,0.920982,40.786045
244,1,4,3,8,16,0.062286,63.246,0.1,0.1,0,0.055957,0.011675,0.240023,0.918038,40.476017
245,1,7,3,5,16,0.06228,63.286,106.8,106.8,0,0.055946,0.011684,0.240221,0.917514,40.421066
246,1,6,6,3,8,0.062249,63.508,22.3,22.3,0,0.055886,0.011735,0.241313,0.914636,20.060003
247,1,8,4,0,8,0.062223,63.689,98.1,98.1,0,0.055838,0.011777,0.2422,0.912316,19.939217
