No.,Code,H,K,L,Mult,Hw,2theta,Icalc,Iobs,Sigma,HwG,HwL,ETA,d-hkl,CORR
1,1,0,2,0,2,0.076729,7.256,2816.3,2816.3,0,0.076083,0.001202,0.021287,7.606951,474.34082
2,1,0,1,1,4,0.075768,10.285,0.1,0.1,0,0.074853,0.001706,0.030523,5.370354,470.167236
3,1,1,1,0,4,0.075341,11.648,52.7,52.7,0,0.074303,0.001934,0.034753,4.743738,365.690002
4,1,-1,2,1,4,0.074951,12.9,3779.9,3779.9,0,0.073801,0.002144,0.038682,4.284773,297.383636
5,1,0,4,0,2,0.074443,14.541,380.5,380.5,0,0.073146,0.002419,0.04389,3.803475,116.609802
6,1,0,3,1,4,0.07444,14.553,102.5,102.5,0,0.073142,0.002421,0.043927,3.800441,232.83931
7,1,1,3,0,4,0.074133,15.551,0.5,0.5,0,0.072745,0.002589,0.047132,3.557813,203.416473
8,1,-1,1,2,4,0.073555,17.447,132.2,132.2,0,0.071996,0.002909,0.053293,3.173692,160.81012
9,1,-1,4,1,4,0.073369,18.059,2742.2,2742.2,0,0.071755,0.003013,0.055304,3.066957,149.836639
10,1,1,2,1,4,0.073001,19.281,1913.2,1913.2,0,0.071276,0.003221,0.059349,2.874367,130.989182
11,1,0,0,2,2,0.072992,19.311,135.2,135.2,0,0.071264,0.003226,0.059449,2.869922,65.284348
12,1,-2,1,1,4,0.072822,19.878,384.1,384.1,0,0.071042,0.003323,0.061343,2.7888,123.009064
13,1,-1,3,2,4,0.0727,20.285,34.1,34.1,0,0.070883,0.003392,0.062709,2.733376,117.969322
14,1,0,5,1,4,0.072598,20.629,15.6,15.6,0,0.07075,0.003451,0.063863,2.68839,113.953537
15,1,0,2,2,4,0.07259,20.654,1466,1466,0,0.07074,0.003455,0.063947,2.685177,113.669327
16,1,1,5,0,4,0.072382,21.352,149.7,149.7,0,0.070468,0.003575,0.06631,2.598264,106.109879
17,1,-2,0,2,2,0.072369,21.398,82.7,82.7,0,0.07045,0.003582,0.066464,2.592834,52.822945
18,1,0,6,0,2,0.072224,21.886,29,29,0,0.070261,0.003666,0.068125,2.53565,50.409534
19,1,2,0,0,2,0.072121,22.235,448,448,0,0.070125,0.003726,0.069316,2.496319,48.781013
20,1,-2,3,1,4,0.072066,22.422,59.2,59.2,0,0.070053,0.003758,0.069954,2.475821,95.884979
21,1,-2,2,2,4,0.072007,22.622,286.3,286.3,0,0.069976,0.003793,0.070641,2.454187,94.130066
22,1,1,4,1,4,0.071869,23.09,156.3,156.3,0,0.069795,0.003873,0.072251,2.405066,90.203049
23,1,2,2,0,4,0.071772,23.418,6.4,6.4,0,0.069668,0.00393,0.073382,2.371869,87.594482
24,1,0,4,2,4,0.071527,24.258,18.2,18.2,0,0.069345,0.004075,0.076295,2.290922,81.387207
25,1,-1,6,1,4,0.071486,24.398,1.5,1.5,0,0.069291,0.004099,0.076785,2.277913,80.409988
26,1,-1,5,2,4,0.071296,25.049,533.9,533.9,0,0.069041,0.004212,0.079061,2.219646,76.101944
27,1,-2,4,2,4,0.07103,25.968,71.5,71.5,0,0.068689,0.004372,0.082298,2.142387,70.56395
28,1,2,4,0,4,0.070827,26.67,643.5,643.5,0,0.068421,0.004494,0.08479,2.086969,66.714165
29,1,-1,2,3,4,0.070808,26.737,191.2,191.2,0,0.068396,0.004506,0.085027,2.081873,66.365234
30,1,-2,5,1,4,0.070782,26.828,257.7,257.7,0,0.068361,0.004522,0.085351,2.074948,65.892586
31,1,1,1,2,4,0.070779,26.836,251.9,251.9,0,0.068358,0.004524,0.085383,2.07427,65.846344
32,1,-2,1,3,4,0.070681,27.178,210.4,210.4,0,0.068228,0.004583,0.086604,2.048661,64.112839
33,1,0,7,1,4,0.070618,27.398,21.7,21.7,0,0.068144,0.004622,0.08739,2.032579,63.035381
34,1,1,7,0,4,0.070459,27.956,127.8,127.8,0,0.067933,0.00472,0.089397,1.992779,60.406033
35,1,1,6,1,4,0.070339,28.376,18.5,18.5,0,0.067773,0.004794,0.090915,1.963854,58.528431
36,1,2,1,1,4,0.070301,28.511,117.6,117.6,0,0.067722,0.004817,0.091404,1.954731,57.942032
37,1,1,3,2,4,0.070218,28.803,6.8,6.8,0,0.067612,0.004869,0.092462,1.935353,56.705704
38,1,-2,3,3,4,0.070127,29.123,34.1,34.1,0,0.067491,0.004925,0.093629,1.914503,55.389557
39,1,0,8,0,2,0.070071,29.323,57.2,57.2,0,0.067415,0.004961,0.094358,1.901738,27.295488
40,1,0,6,2,4,0.070064,29.347,589.3,589.3,0,0.067406,0.004965,0.094446,1.90022,54.496407
41,1,0,1,3,4,0.070055,29.377,2.9,2.9,0,0.067395,0.00497,0.094555,1.898329,54.378639
42,1,-1,4,3,4,0.069978,29.65,581,581,0,0.067292,0.005019,0.095555,1.881217,53.318634
43,1,-3,1,2,4,0.06991,29.892,117.8,117.8,0,0.067201,0.005061,0.096442,1.866339,52.40501
44,1,2,3,1,4,0.069774,30.378,10.5,10.5,0,0.067018,0.005148,0.098229,1.837179,50.635986
45,1,-2,6,2,4,0.069657,30.796,533.9,533.9,0,0.066861,0.005222,0.099773,1.812855,49.182175
46,1,-1,7,2,4,0.069622,30.919,0.1,0.1,0,0.066815,0.005244,0.100229,1.805811,48.764912
47,1,-3,2,1,4,0.069591,31.032,242.6,242.6,0,0.066773,0.005264,0.100647,1.799408,48.387074
48,1,0,3,3,4,0.069545,31.197,62.2,62.2,0,0.066711,0.005293,0.101261,1.790118,47.841278
49,1,-1,8,1,4,0.069521,31.28,82.7,82.7,0,0.06668,0.005308,0.101571,1.78546,47.568756
50,1,2,6,0,4,0.069488,31.398,415,415,0,0.066636,0.005329,0.102011,1.778907,47.186531
51,1,-3,3,2,4,0.069409,31.685,13.5,13.5,0,0.066528,0.005381,0.10308,1.763218,46.277397
52,1,-2,7,1,4,0.06921,32.401,0,0,0,0.066261,0.005509,0.105763,1.725281,44.113461
53,1,1,5,2,4,0.069208,32.408,5.6,5.6,0,0.066259,0.00551,0.105791,1.724891,44.09145
54,1,-2,5,3,4,0.069129,32.697,33.2,33.2,0,0.066151,0.005562,0.106878,1.710081,43.260105
55,1,-3,2,3,4,0.068994,33.186,97.1,97.1,0,0.06597,0.00565,0.108725,1.685586,41.901352
56,1,-3,4,1,4,0.068879,33.607,278.6,278.6,0,0.065813,0.005726,0.110323,1.665074,40.77924
57,1,3,1,0,4,0.068817,33.831,6.2,6.2,0,0.06573,0.005766,0.111178,1.654344,40.197979
58,1,2,5,1,4,0.068817,33.832,2.1,2.1,0,0.06573,0.005767,0.111182,1.654301,40.195679
59,1,-1,6,3,4,0.068771,34.002,147.5,147.5,0,0.065667,0.005797,0.111831,1.646273,39.763302
60,1,-2,0,4,2,0.068631,34.515,251.3,251.3,0,0.065478,0.00589,0.113794,1.622542,19.24909
61,1,1,8,1,4,0.068626,34.534,132,132,0,0.065471,0.005894,0.113868,1.621665,38.451809
62,1,0,9,1,4,0.068625,34.536,82.7,82.7,0,0.06547,0.005894,0.113876,1.621572,38.446854
63,1,0,5,3,4,0.068614,34.577,1.6,1.6,0,0.065455,0.005902,0.114034,1.619691,38.347511
64,1,1,9,0,4,0.068502,34.991,17.3,17.3,0,0.065302,0.005977,0.115625,1.601145,37.373966
65,1,-3,5,2,4,0.068493,35.024,4.9,4.9,0,0.06529,0.005983,0.115752,1.599685,37.297798
66,1,-1,1,4,4,0.068416,35.308,0.2,0.2,0,0.065185,0.006034,0.116851,1.587205,36.649918
67,1,-2,2,4,4,0.068414,35.316,66.6,66.6,0,0.065182,0.006036,0.116883,1.586846,36.631386
68,1,0,8,2,4,0.068404,35.352,89.1,89.1,0,0.065169,0.006043,0.117022,1.585278,36.550385
69,1,3,3,0,4,0.068379,35.446,50.1,50.1,0,0.065135,0.00606,0.117383,1.581246,36.342468
70,1,-3,4,3,4,0.068332,35.622,42.5,42.5,0,0.06507,0.006092,0.118067,1.573665,35.953094
71,1,2,0,2,2,0.068195,36.13,32.9,32.9,0,0.064884,0.006185,0.120042,1.552264,17.432232
72,1,-2,8,2,4,0.068073,36.588,99.3,99.3,0,0.064716,0.006269,0.121833,1.533479,33.921875
73,1,1,2,3,4,0.068012,36.818,10.3,10.3,0,0.064632,0.006311,0.122734,1.524229,33.4622
74,1,-1,3,4,4,0.067999,36.866,57.8,57.8,0,0.064615,0.00632,0.122923,1.522313,33.367363
75,1,0,10,0,2,0.067993,36.889,3.7,3.7,0,0.064606,0.006324,0.123014,1.52139,16.660862
76,1,2,2,2,4,0.06799,36.901,14.4,14.4,0,0.064602,0.006326,0.12306,1.520922,33.298573
77,1,2,8,0,4,0.067935,37.107,55.4,55.4,0,0.064527,0.006364,0.12387,1.512767,32.896694
78,1,1,7,2,4,0.067902,37.231,21,21,0,0.064482,0.006387,0.124358,1.507909,32.658398
79,1,-1,9,2,4,0.067843,37.455,6.6,6.6,0,0.0644,0.006428,0.125242,1.499215,32.233967
80,1,-2,7,3,4,0.067834,37.487,0.2,0.2,0,0.064389,0.006434,0.125368,1.497984,32.174091
81,1,-3,6,1,4,0.067818,37.55,31.7,31.7,0,0.064366,0.006446,0.125618,1.495545,32.05558
82,1,-2,4,4,4,0.067796,37.632,5.5,5.5,0,0.064336,0.006461,0.125941,1.492418,31.903921
83,1,-3,1,4,4,0.067766,37.747,52.9,52.9,0,0.064294,0.006482,0.126397,1.488034,31.691936
84,1,3,5,0,4,0.067569,38.498,0.7,0.7,0,0.064022,0.006621,0.12938,1.460093,30.356407
85,1,2,7,1,4,0.067568,38.498,36.5,36.5,0,0.064022,0.006621,0.129383,1.460064,30.355026
86,1,-1,10,1,4,0.067567,38.504,41.7,41.7,0,0.06402,0.006622,0.129405,1.459859,30.345329
87,1,-2,9,1,4,0.067511,38.716,4.6,4.6,0,0.063943,0.006662,0.130252,1.452168,29.982523
88,1,1,4,3,4,0.067422,39.057,189.1,189.1,0,0.06382,0.006725,0.131618,1.439973,29.411491
89,1,2,4,2,4,0.067402,39.136,8.7,8.7,0,0.063791,0.00674,0.131935,1.437183,29.281622
90,1,0,7,3,4,0.067394,39.167,23.9,23.9,0,0.06378,0.006745,0.132058,1.436104,29.231459
91,1,0,0,4,2,0.067386,39.199,95.6,95.6,0,0.063769,0.006752,0.132188,1.434961,14.58917
92,1,-3,3,4,4,0.06738,39.222,0,0,0,0.06376,0.006756,0.132279,1.434167,29.141472
93,1,-1,8,3,4,0.067339,39.379,39.9,39.9,0,0.063704,0.006785,0.132912,1.428653,28.886101
94,1,-3,6,3,4,0.067336,39.391,31.7,31.7,0,0.0637,0.006787,0.132958,1.428258,28.867853
95,1,-3,7,2,4,0.06729,39.568,2.5,2.5,0,0.063636,0.00682,0.133673,1.422104,28.584171
96,1,-4,0,2,2,0.067262,39.675,128.1,128.1,0,0.063597,0.00684,0.134103,1.418434,14.207838
97,1,-1,5,4,4,0.067223,39.825,0.7,0.7,0,0.063544,0.006868,0.134708,1.413314,28.181316
98,1,0,2,4,4,0.067199,39.92,12.4,12.4,0,0.063509,0.006886,0.135092,1.410092,28.034327
99,1,3,2,1,4,0.067139,40.152,105.8,105.8,0,0.063426,0.00693,0.136031,1.402277,27.6793
100,1,-4,2,2,4,0.067078,40.388,30.4,30.4,0,0.063341,0.006974,0.136992,1.3944,27.32366
101,1,-4,1,3,4,0.067019,40.62,42.2,42.2,0,0.063259,0.007018,0.137934,1.38678,26.981686
102,1,-2,6,4,4,0.06686,41.244,60.1,60.1,0,0.063036,0.007135,0.140483,1.366688,26.089771
103,1,1,10,1,4,0.066856,41.261,212.5,212.5,0,0.06303,0.007138,0.140551,1.366164,26.0667
104,1,-4,1,1,4,0.066778,41.567,17.2,17.2,0,0.062921,0.007196,0.141809,1.356531,25.644327
105,1,0,11,1,4,0.06668,41.953,10.9,10.9,0,0.062784,0.00727,0.143399,1.344597,25.125671
106,1,0,10,2,4,0.066677,41.967,6.3,6.3,0,0.062779,0.007272,0.143453,1.344195,25.108263
107,1,-4,3,3,4,0.066666,42.01,5.3,5.3,0,0.062764,0.00728,0.143632,1.342868,25.050945
108,1,0,4,4,4,0.066664,42.019,48.7,48.7,0,0.06276,0.007282,0.14367,1.342588,25.038857
109,1,-3,5,4,4,0.066659,42.04,1.8,1.8,0,0.062753,0.007286,0.143758,1.341938,25.010771
110,1,3,4,1,4,0.066608,42.242,83.8,83.8,0,0.062682,0.007324,0.144589,1.335837,24.748171
111,1,1,11,0,4,0.066583,42.34,37,37,0,0.062647,0.007343,0.144995,1.332883,24.621456
112,1,-4,4,2,4,0.066551,42.469,8,8,0,0.062601,0.007368,0.145529,1.329023,24.456408
113,1,-3,8,1,4,0.066532,42.544,73.2,73.2,0,0.062575,0.007382,0.145841,1.326785,24.36095
114,1,1,6,3,4,0.066526,42.568,0,0,0,0.062566,0.007386,0.145941,1.326071,24.330492
115,1,2,6,2,4,0.066508,42.641,131.8,131.8,0,0.06254,0.0074,0.146246,1.323891,24.237764
116,1,3,7,0,4,0.066486,42.728,4.2,4.2,0,0.06251,0.007417,0.146605,1.321338,24.12932
117,1,-4,3,1,4,0.066435,42.932,4.8,4.8,0,0.062438,0.007456,0.147454,1.315346,23.875816
118,1,1,9,2,4,0.066435,42.934,6.6,6.6,0,0.062437,0.007456,0.147464,1.315282,23.873096
119,1,-2,10,2,4,0.066408,43.041,2.7,2.7,0,0.062399,0.007477,0.147907,1.312179,23.742321
120,1,-2,9,3,4,0.066378,43.162,0,0,0,0.062357,0.0075,0.148411,1.30868,23.595268
121,1,-2,1,5,4,0.066312,43.428,4.3,4.3,0,0.062263,0.007551,0.149525,1.301035,23.275484
122,1,2,10,0,4,0.066296,43.495,0,0,0,0.06224,0.007564,0.149805,1.299132,23.196198
123,1,-4,0,4,2,0.066272,43.591,12.7,12.7,0,0.062206,0.007582,0.150205,1.296417,11.541662
124,1,-1,7,4,4,0.066184,43.949,10.1,10.1,0,0.062081,0.007651,0.151709,1.286366,22.667805
125,1,2,9,1,4,0.066156,44.064,0.1,0.1,0,0.06204,0.007673,0.152194,1.283168,22.536354
126,1,-3,8,3,4,0.06612,44.211,103,103,0,0.061989,0.007701,0.152811,1.279127,22.370777
127,1,-4,2,4,4,0.06611,44.252,19.9,19.9,0,0.061975,0.007709,0.152986,1.27799,22.324303
128,1,-1,11,2,4,0.066059,44.459,12.7,12.7,0,0.061902,0.007749,0.153859,1.272339,22.093988
129,1,0,12,0,2,0.066018,44.626,25.2,25.2,0,0.061844,0.007781,0.154564,1.267825,10.955428
130,1,0,9,3,4,0.066009,44.664,7.5,7.5,0,0.061831,0.007789,0.154723,1.266814,21.869919
131,1,-4,5,3,4,0.066004,44.684,9.9,9.9,0,0.061824,0.007793,0.15481,1.266263,21.84766
132,1,-2,3,5,4,0.065989,44.747,0.6,0.6,0,0.061802,0.007805,0.155077,1.26457,21.779238
133,1,-3,9,2,4,0.065922,45.025,1.7,1.7,0,0.061706,0.007859,0.156255,1.257172,21.481604
134,1,2,1,3,4,0.065877,45.21,0,0,0,0.061641,0.007895,0.157044,1.252279,21.285831
135,1,-3,2,5,4,0.065875,45.219,67.7,67.7,0,0.061638,0.007896,0.157081,1.25205,21.276665
