No.,Code,H,K,L,Mult,Hw,2theta,Icalc,Iobs,Sigma,HwG,HwL,ETA,d-hkl,CORR
136,1,0,6,4,4,0.065845,45.341,87.1,87.1,0,0.061596,0.00792,0.157602,1.248851,21.149172
137,1,4,0,0,2,0.065839,45.368,70.3,70.3,0,0.061586,0.007925,0.157715,1.248159,10.560834
138,1,-1,10,3,4,0.065807,45.502,73.3,73.3,0,0.06154,0.007951,0.158285,1.244686,20.983732
139,1,3,6,1,4,0.065795,45.551,19.7,19.7,0,0.061523,0.007961,0.158495,1.243412,20.933275
140,1,-2,11,1,4,0.065793,45.559,2.2,2.2,0,0.06152,0.007962,0.15853,1.243201,20.924923
141,1,-4,5,1,4,0.065792,45.563,2.3,2.3,0,0.061519,0.007963,0.158545,1.243109,20.921299
142,1,-1,2,5,4,0.065768,45.662,149.8,149.8,0,0.061485,0.007983,0.158971,1.240537,20.81958
143,1,-4,6,2,4,0.065744,45.765,44.7,44.7,0,0.061449,0.008003,0.159409,1.237911,20.716
144,1,-2,8,4,4,0.06571,45.905,68.1,68.1,0,0.061401,0.00803,0.160009,1.234334,20.575333
145,1,-3,7,4,4,0.065687,46.003,0.9,0.9,0,0.061367,0.008049,0.160428,1.23185,20.477936
146,1,4,2,0,4,0.065685,46.009,90.2,90.2,0,0.061365,0.00805,0.160455,1.231689,20.471619
147,1,-1,12,1,4,0.065684,46.015,14.6,14.6,0,0.061363,0.008051,0.160479,1.231552,20.466255
148,1,1,1,4,4,0.06565,46.158,6.9,6.9,0,0.061313,0.008079,0.161096,1.227923,20.324375
149,1,-4,4,4,4,0.065642,46.191,12,12,0,0.061302,0.008086,0.161237,1.227094,20.292028
150,1,2,3,3,4,0.065571,46.489,5.9,5.9,0,0.0612,0.008144,0.162518,1.219662,20.003237
151,1,3,1,2,4,0.065448,47.009,0.9,0.9,0,0.061021,0.008246,0.164763,1.206925,19.513073
152,1,1,8,3,4,0.065422,47.124,102.5,102.5,0,0.060982,0.008269,0.165257,1.204165,19.407669
153,1,-3,4,5,4,0.065421,47.127,83,83,0,0.060981,0.00827,0.165273,1.204076,19.404274
154,1,2,8,2,4,0.065406,47.191,106.9,106.9,0,0.060959,0.008282,0.165551,1.202533,19.345448
155,1,-2,5,5,4,0.065381,47.298,2.2,2.2,0,0.060923,0.008303,0.166012,1.199984,19.248489
156,1,1,3,4,4,0.065353,47.418,14.1,14.1,0,0.060882,0.008327,0.166532,1.197126,19.140068
157,1,-1,4,5,4,0.06532,47.557,52.5,52.5,0,0.060835,0.008354,0.167137,1.193826,19.015278
158,1,3,9,0,4,0.065242,47.893,0.2,0.2,0,0.06072,0.008421,0.168601,1.185938,18.718592
159,1,4,4,0,4,0.065242,47.893,5.9,5.9,0,0.06072,0.008421,0.168601,1.185935,18.718472
160,1,3,3,2,4,0.06516,48.251,37,37,0,0.060599,0.008492,0.170168,1.177644,18.409187
161,1,-3,10,1,4,0.065139,48.342,34.1,34.1,0,0.060568,0.00851,0.170563,1.175577,18.332495
162,1,1,12,1,4,0.06512,48.423,7.1,7.1,0,0.060541,0.008526,0.170919,1.173724,18.263861
163,1,-4,7,3,4,0.065108,48.475,0.5,0.5,0,0.060523,0.008536,0.171147,1.172538,18.220005
164,1,-4,1,5,4,0.065012,48.899,6.2,6.2,0,0.06038,0.008621,0.173011,1.162986,17.868711
165,1,2,5,3,4,0.064995,48.97,0,0,0,0.060356,0.008635,0.173322,1.161409,17.811058
166,1,-1,9,4,4,0.064986,49.013,4.2,4.2,0,0.060342,0.008644,0.173511,1.160458,17.776333
167,1,0,12,2,4,0.064978,49.047,61.2,61.2,0,0.06033,0.00865,0.17366,1.159704,17.748844
168,1,-4,6,4,4,0.064923,49.292,94.3,94.3,0,0.060248,0.008699,0.174742,1.154297,17.55221
169,1,-4,7,1,4,0.06492,49.301,3.3,3.3,0,0.060245,0.008701,0.174785,1.154083,17.54443
170,1,1,11,2,4,0.06492,49.303,3.6,3.6,0,0.060244,0.008702,0.174794,1.154039,17.54285
171,1,-2,11,3,4,0.064874,49.508,0,0,0,0.060176,0.008743,0.175698,1.149572,17.381289
172,1,0,13,1,4,0.064844,49.64,0.1,0.1,0,0.060132,0.008769,0.176282,1.146708,17.27809
173,1,0,8,4,4,0.064831,49.697,39.4,39.4,0,0.060112,0.008781,0.176538,1.145461,17.233271
174,1,0,1,5,4,0.064824,49.732,0.7,0.7,0,0.060101,0.008788,0.176692,1.144715,17.206476
175,1,-3,10,3,4,0.064796,49.856,176.9,176.9,0,0.060059,0.008813,0.177243,1.142043,17.110697
176,1,1,5,4,4,0.064794,49.863,1,1,0,0.060057,0.008814,0.177273,1.1419,17.105602
177,1,3,8,1,4,0.064788,49.893,20.4,20.4,0,0.060047,0.00882,0.177405,1.14126,17.082693
178,1,1,13,0,4,0.064768,49.979,0.1,0.1,0,0.060018,0.008837,0.177789,1.139416,17.016808
179,1,-2,12,2,4,0.064764,50.001,60.1,60.1,0,0.060011,0.008842,0.177885,1.138957,17.000425
180,1,-4,8,2,4,0.064743,50.093,46.9,46.9,0,0.059981,0.00886,0.178293,1.137002,16.930761
181,1,-4,3,5,4,0.06474,50.106,3.1,3.1,0,0.059976,0.008863,0.178352,1.13672,16.920731
182,1,-3,6,5,4,0.064723,50.183,3.7,3.7,0,0.05995,0.008879,0.178698,1.135076,16.862297
183,1,2,11,1,4,0.064692,50.321,4.1,4.1,0,0.059904,0.008907,0.179313,1.132164,16.759014
184,1,2,12,0,4,0.064674,50.406,33.6,33.6,0,0.059876,0.008924,0.179689,1.130393,16.696344
185,1,-1,6,5,4,0.064632,50.593,0.8,0.8,0,0.059814,0.008961,0.180527,1.126477,16.55825
186,1,3,5,2,4,0.064616,50.667,2.5,2.5,0,0.05979,0.008976,0.180855,1.124955,16.504732
187,1,-5,2,3,4,0.064586,50.803,27.5,27.5,0,0.059745,0.009004,0.181463,1.122145,16.406162
188,1,-5,1,2,4,0.064574,50.861,2.2,2.2,0,0.059726,0.009016,0.181723,1.12095,16.364334
189,1,0,11,3,4,0.064573,50.864,0.1,0.1,0,0.059725,0.009016,0.181737,1.120883,16.362009
190,1,-3,9,4,4,0.064563,50.909,0,0,0,0.05971,0.009025,0.181938,1.119961,16.329781
191,1,4,6,0,4,0.064562,50.915,45.7,45.7,0,0.059708,0.009027,0.181965,1.11984,16.325546
192,1,0,3,5,4,0.06456,50.924,0,0,0,0.059705,0.009029,0.182008,1.119641,16.318594
193,1,-2,7,5,4,0.064556,50.94,1.7,1.7,0,0.0597,0.009032,0.182076,1.119328,16.307659
194,1,-3,11,2,4,0.064502,51.191,0.1,0.1,0,0.059617,0.009083,0.183207,1.114188,16.128736
195,1,4,1,1,4,0.064471,51.333,0.3,0.3,0,0.05957,0.009112,0.183845,1.111318,16.029282
196,1,-2,10,4,4,0.064455,51.407,9.1,9.1,0,0.059546,0.009127,0.184179,1.109823,15.977599
197,1,-1,13,2,4,0.064358,51.855,2.9,2.9,0,0.059399,0.009218,0.186198,1.100897,15.670851
198,1,-5,1,4,4,0.064343,51.927,0.6,0.6,0,0.059375,0.009233,0.186524,1.099473,15.622226
199,1,-5,3,2,4,0.06432,52.034,12.7,12.7,0,0.059341,0.009255,0.187007,1.097374,15.550659
200,1,-1,12,3,4,0.064283,52.208,0,0,0,0.059284,0.00929,0.187794,1.093976,15.435216
201,1,-4,5,5,4,0.06423,52.458,12.8,12.8,0,0.059202,0.009342,0.188931,1.08912,15.270994
202,1,4,3,1,4,0.064221,52.499,0,0,0,0.059189,0.00935,0.189116,1.088333,15.244444
203,1,2,7,3,4,0.064216,52.526,2.8,2.8,0,0.059181,0.009356,0.189236,1.087825,15.227345
204,1,1,10,3,4,0.064215,52.53,73.6,73.6,0,0.059179,0.009357,0.189256,1.08774,15.224497
205,1,-5,4,3,4,0.064209,52.557,52.6,52.6,0,0.05917,0.009362,0.18938,1.087218,15.206904
206,1,0,14,0,2,0.064203,52.584,9.8,9.8,0,0.059162,0.009368,0.189501,1.086707,7.594871
207,1,2,10,2,4,0.064201,52.593,6.5,6.5,0,0.059159,0.00937,0.189541,1.086537,15.184
208,1,-2,0,6,2,0.064154,52.817,40.9,40.9,0,0.059086,0.009416,0.190561,1.082256,7.520236
209,1,-2,13,1,4,0.06415,52.838,3.4,3.4,0,0.05908,0.00942,0.190656,1.081858,15.02717
210,1,-3,1,6,4,0.064118,52.99,0.6,0.6,0,0.05903,0.009452,0.191351,1.078971,14.930814
211,1,-5,3,4,4,0.064098,53.084,0.7,0.7,0,0.059,0.009471,0.19178,1.0772,14.871888
212,1,-4,9,3,4,0.064072,53.21,0.2,0.2,0,0.058959,0.009497,0.192357,1.074831,14.793226
213,1,0,5,5,4,0.064064,53.251,7.5,7.5,0,0.058946,0.009505,0.192543,1.074071,14.768051
214,1,1,7,4,4,0.064038,53.375,0.1,0.1,0,0.058906,0.009531,0.193113,1.071745,14.691133
215,1,-2,2,6,4,0.064035,53.39,44.4,44.4,0,0.058901,0.009534,0.193182,1.071466,14.681947
216,1,-4,8,4,4,0.064032,53.405,32.2,32.2,0,0.058897,0.009537,0.193249,1.071193,14.672929
217,1,3,11,0,4,0.063948,53.812,0.7,0.7,0,0.058766,0.009622,0.195114,1.063694,14.426609
218,1,-1,14,1,4,0.063947,53.817,16.1,16.1,0,0.058765,0.009623,0.195137,1.063604,14.423645
219,1,-5,2,1,4,0.063946,53.823,66.5,66.5,0,0.058763,0.009624,0.195166,1.063489,14.419895
220,1,-4,9,1,4,0.063913,53.984,8.2,8.2,0,0.058712,0.009658,0.195905,1.060562,14.324369
221,1,-3,3,6,4,0.063883,54.131,6.7,6.7,0,0.058665,0.009688,0.196581,1.057897,14.237754
222,1,3,7,2,4,0.063881,54.142,0.2,0.2,0,0.058661,0.009691,0.196632,1.057698,14.231272
223,1,-3,8,5,4,0.063859,54.248,28,28,0,0.058627,0.009713,0.197123,1.055779,14.169076
224,1,-5,5,2,4,0.063843,54.327,0,0,0,0.058602,0.009729,0.197486,1.054367,14.123399
225,1,-1,8,5,4,0.063781,54.636,10.8,10.8,0,0.058504,0.009794,0.198916,1.048848,13.945701
226,1,2,0,4,2,0.063759,54.746,29.9,29.9,0,0.05847,0.009817,0.199423,1.046911,6.941805
227,1,4,5,1,4,0.063753,54.778,4.6,4.6,0,0.058459,0.009824,0.199573,1.04634,13.865336
228,1,-3,12,1,4,0.063751,54.788,31.1,31.1,0,0.058456,0.009826,0.199619,1.046164,13.85971
229,1,-1,11,4,4,0.06374,54.843,4.7,4.7,0,0.058439,0.009838,0.199875,1.045194,13.828713
230,1,0,10,4,4,0.063725,54.918,1.5,1.5,0,0.058415,0.009853,0.200219,1.043889,13.787067
231,1,4,8,0,4,0.06372,54.941,1.5,1.5,0,0.058408,0.009858,0.200326,1.043485,13.774193
232,1,-2,4,6,4,0.063691,55.087,5.6,5.6,0,0.058362,0.009889,0.201003,1.040936,13.69312
233,1,3,10,1,4,0.063689,55.1,47.4,47.4,0,0.058358,0.009892,0.201065,1.040706,13.685805
234,1,-4,10,2,4,0.063652,55.286,3,3,0,0.058299,0.009931,0.20193,1.037474,13.583412
235,1,2,2,4,4,0.063648,55.306,26.7,26.7,0,0.058293,0.009935,0.202021,1.037135,13.572684
236,1,-5,5,4,4,0.06364,55.346,10.9,10.9,0,0.058281,0.009943,0.20221,1.036435,13.55059
237,1,-5,6,3,4,0.063631,55.394,17,17,0,0.058266,0.009953,0.202431,1.035616,13.524739
238,1,-4,0,6,2,0.063609,55.503,18.8,18.8,0,0.058232,0.009976,0.202938,1.033746,6.732912
239,1,-5,4,1,4,0.063608,55.51,31.1,31.1,0,0.058229,0.009978,0.202973,1.033617,13.461776
240,1,-2,9,5,4,0.063606,55.523,13.2,13.2,0,0.058225,0.009981,0.203032,1.033401,13.454964
241,1,-1,1,6,4,0.063599,55.556,0,0,0,0.058215,0.009988,0.203187,1.03283,13.437017
242,1,-4,7,5,4,0.063541,55.855,0,0,0,0.058122,0.010051,0.20458,1.027749,13.277931
243,1,-5,2,5,4,0.06354,55.862,25.1,25.1,0,0.058119,0.010053,0.204614,1.027626,13.274088
244,1,1,14,1,4,0.063517,55.977,5.1,5.1,0,0.058084,0.010077,0.205152,1.025685,13.213599
245,1,3,2,3,4,0.063514,55.994,27.3,27.3,0,0.058078,0.010081,0.205231,1.025398,13.204664
246,1,-4,2,6,4,0.063502,56.058,4.1,4.1,0,0.058059,0.010094,0.205528,1.024331,13.171487
247,1,-3,12,3,4,0.063479,56.178,2.4,2.4,0,0.058021,0.01012,0.20609,1.022319,13.109084
